datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable
1/1/2023 2:00:00 AM,12/31/2022 9:00:00 PM,Other,180,0.000,False
1/1/2023 2:00:00 AM,12/31/2022 9:00:00 PM,Other Renewables,659,0.010,True
1/1/2023 2:00:00 AM,12/31/2022 9:00:00 PM,Solar,8,0.000,True
1/1/2023 2:00:00 AM,12/31/2022 9:00:00 PM,Storage,0,0.000,False
1/1/2023 2:00:00 AM,12/31/2022 9:00:00 PM,Wind,5233,0.060,True
1/1/2023 1:00:00 AM,12/31/2022 8:00:00 PM,Coal,12318,0.140,False
1/1/2023 1:00:00 AM,12/31/2022 8:00:00 PM,Gas,32984,0.380,False
1/1/2023 1:00:00 AM,12/31/2022 8:00:00 PM,Hydro,2155,0.020,True
1/1/2023 1:00:00 AM,12/31/2022 8:00:00 PM,Multiple Fuels,108,0.000,False
1/1/2023 1:00:00 AM,12/31/2022 8:00:00 PM,Nuclear,33952,0.390,False
1/1/2023 1:00:00 AM,12/31/2022 8:00:00 PM,Oil,195,0.000,False
1/1/2023 1:00:00 AM,12/31/2022 8:00:00 PM,Other,180,0.000,False
1/1/2023 1:00:00 AM,12/31/2022 8:00:00 PM,Other Renewables,659,0.010,True
1/1/2023 1:00:00 AM,12/31/2022 8:00:00 PM,Solar,8,0.000,True
1/1/2023 1:00:00 AM,12/31/2022 8:00:00 PM,Storage,0,0.000,False
1/1/2023 1:00:00 AM,12/31/2022 8:00:00 PM,Wind,5187,0.060,True
1/1/2023 12:00:00 AM,12/31/2022 7:00:00 PM,Coal,12857,0.140,False
1/1/2023 12:00:00 AM,12/31/2022 7:00:00 PM,Gas,35204,0.390,False
1/1/2023 12:00:00 AM,12/31/2022 7:00:00 PM,Hydro,2477,0.030,True
1/1/2023 12:00:00 AM,12/31/2022 7:00:00 PM,Multiple Fuels,113,0.000,False
1/1/2023 12:00:00 AM,12/31/2022 7:00:00 PM,Nuclear,33947,0.380,False
1/1/2023 12:00:00 AM,12/31/2022 7:00:00 PM,Oil,182,0.000,False
1/1/2023 12:00:00 AM,12/31/2022 7:00:00 PM,Other,179,0.000,False
1/1/2023 12:00:00 AM,12/31/2022 7:00:00 PM,Other Renewables,659,0.010,True
1/1/2023 12:00:00 AM,12/31/2022 7:00:00 PM,Solar,10,0.000,True
1/1/2023 12:00:00 AM,12/31/2022 7:00:00 PM,Storage,0,0.000,False
1/1/2023 12:00:00 AM,12/31/2022 7:00:00 PM,Wind,3956,0.040,True
12/31/2022 11:00:00 PM,12/31/2022 6:00:00 PM,Coal,13267,0.140,False
12/31/2022 11:00:00 PM,12/31/2022 6:00:00 PM,Gas,38083,0.410,False
12/31/2022 11:00:00 PM,12/31/2022 6:00:00 PM,Hydro,3896,0.040,True
12/31/2022 11:00:00 PM,12/31/2022 6:00:00 PM,Multiple Fuels,169,0.000,False
12/31/2022 11:00:00 PM,12/31/2022 6:00:00 PM,Nuclear,33947,0.370,False
12/31/2022 11:00:00 PM,12/31/2022 6:00:00 PM,Oil,184,0.000,False
12/31/2022 11:00:00 PM,12/31/2022 6:00:00 PM,Other,180,0.000,False
12/31/2022 11:00:00 PM,12/31/2022 6:00:00 PM,Other Renewables,645,0.000,True
12/31/2022 11:00:00 PM,12/31/2022 6:00:00 PM,Solar,8,0.000,True
12/31/2022 11:00:00 PM,12/31/2022 6:00:00 PM,Storage,0,0.000,False
12/31/2022 11:00:00 PM,12/31/2022 6:00:00 PM,Wind,2360,0.030,True
12/31/2022 10:00:00 PM,12/31/2022 5:00:00 PM,Coal,12965,0.140,False
12/31/2022 10:00:00 PM,12/31/2022 5:00:00 PM,Gas,37259,0.410,False
12/31/2022 10:00:00 PM,12/31/2022 5:00:00 PM,Hydro,4419,0.050,True
12/31/2022 10:00:00 PM,12/31/2022 5:00:00 PM,Multiple Fuels,168,0.000,False
12/31/2022 10:00:00 PM,12/31/2022 5:00:00 PM,Nuclear,33933,0.370,False
12/31/2022 10:00:00 PM,12/31/2022 5:00:00 PM,Oil,185,0.000,False
12/31/2022 10:00:00 PM,12/31/2022 5:00:00 PM,Other,201,0.000,False
12/31/2022 10:00:00 PM,12/31/2022 5:00:00 PM,Other Renewables,647,0.010,True
12/31/2022 10:00:00 PM,12/31/2022 5:00:00 PM,Solar,8,0.000,True
12/31/2022 10:00:00 PM,12/31/2022 5:00:00 PM,Storage,0,0.000,False
12/31/2022 10:00:00 PM,12/31/2022 5:00:00 PM,Wind,1748,0.020,True
12/31/2022 9:00:00 PM,12/31/2022 4:00:00 PM,Coal,12600,0.140,False
12/31/2022 9:00:00 PM,12/31/2022 4:00:00 PM,Gas,36365,0.410,False
12/31/2022 9:00:00 PM,12/31/2022 4:00:00 PM,Hydro,2871,0.030,True
12/31/2022 9:00:00 PM,12/31/2022 4:00:00 PM,Multiple Fuels,168,0.000,False
12/31/2022 9:00:00 PM,12/31/2022 4:00:00 PM,Nuclear,33941,0.380,False
12/31/2022 9:00:00 PM,12/31/2022 4:00:00 PM,Oil,185,0.000,False
12/31/2022 9:00:00 PM,12/31/2022 4:00:00 PM,Other,180,0.000,False
12/31/2022 9:00:00 PM,12/31/2022 4:00:00 PM,Other Renewables,631,0.010,True
12/31/2022 9:00:00 PM,12/31/2022 4:00:00 PM,Solar,76,0.000,True
12/31/2022 9:00:00 PM,12/31/2022 4:00:00 PM,Storage,0,0.000,False
12/31/2022 9:00:00 PM,12/31/2022 4:00:00 PM,Wind,1182,0.010,True
12/31/2022 8:00:00 PM,12/31/2022 3:00:00 PM,Coal,12592,0.150,False
12/31/2022 8:00:00 PM,12/31/2022 3:00:00 PM,Gas,36571,0.420,False
12/31/2022 8:00:00 PM,12/31/2022 3:00:00 PM,Hydro,1500,0.020,True
12/31/2022 8:00:00 PM,12/31/2022 3:00:00 PM,Multiple Fuels,102,0.000,False
12/31/2022 8:00:00 PM,12/31/2022 3:00:00 PM,Nuclear,33960,0.390,False
12/31/2022 8:00:00 PM,12/31/2022 3:00:00 PM,Oil,187,0.000,False
12/31/2022 8:00:00 PM,12/31/2022 3:00:00 PM,Other,190,0.000,False
12/31/2022 8:00:00 PM,12/31/2022 3:00:00 PM,Other Renewables,650,0.010,True
12/31/2022 8:00:00 PM,12/31/2022 3:00:00 PM,Solar,140,0.000,True
12/31/2022 8:00:00 PM,12/31/2022 3:00:00 PM,Storage,0,0.000,False
12/31/2022 8:00:00 PM,12/31/2022 3:00:00 PM,Wind,783,0.010,True
12/31/2022 7:00:00 PM,12/31/2022 2:00:00 PM,Coal,12674,0.150,False
12/31/2022 7:00:00 PM,12/31/2022 2:00:00 PM,Gas,36691,0.420,False
12/31/2022 7:00:00 PM,12/31/2022 2:00:00 PM,Hydro,1326,0.020,True
12/31/2022 7:00:00 PM,12/31/2022 2:00:00 PM,Multiple Fuels,3,0.000,False
12/31/2022 7:00:00 PM,12/31/2022 2:00:00 PM,Nuclear,33924,0.390,False
12/31/2022 7:00:00 PM,12/31/2022 2:00:00 PM,Oil,189,0.000,False
12/31/2022 7:00:00 PM,12/31/2022 2:00:00 PM,Other,197,0.000,False
12/31/2022 7:00:00 PM,12/31/2022 2:00:00 PM,Other Renewables,659,0.010,True
12/31/2022 7:00:00 PM,12/31/2022 2:00:00 PM,Solar,185,0.000,True
12/31/2022 7:00:00 PM,12/31/2022 2:00:00 PM,Storage,0,0.000,False
12/31/2022 7:00:00 PM,12/31/2022 2:00:00 PM,Wind,788,0.010,True
12/31/2022 6:00:00 PM,12/31/2022 1:00:00 PM,Coal,12846,0.150,False
12/31/2022 6:00:00 PM,12/31/2022 1:00:00 PM,Gas,36653,0.420,False
12/31/2022 6:00:00 PM,12/31/2022 1:00:00 PM,Hydro,1423,0.020,True
12/31/2022 6:00:00 PM,12/31/2022 1:00:00 PM,Multiple Fuels,3,0.000,False
12/31/2022 6:00:00 PM,12/31/2022 1:00:00 PM,Nuclear,33948,0.390,False
12/31/2022 6:00:00 PM,12/31/2022 1:00:00 PM,Oil,191,0.000,False
12/31/2022 6:00:00 PM,12/31/2022 1:00:00 PM,Other,217,0.000,False
12/31/2022 6:00:00 PM,12/31/2022 1:00:00 PM,Other Renewables,659,0.010,True
12/31/2022 6:00:00 PM,12/31/2022 1:00:00 PM,Solar,351,0.000,True
12/31/2022 6:00:00 PM,12/31/2022 1:00:00 PM,Storage,0,0.000,False
12/31/2022 6:00:00 PM,12/31/2022 1:00:00 PM,Wind,813,0.010,True
12/31/2022 5:00:00 PM,12/31/2022 12:00:00 PM,Coal,13093,0.150,False
12/31/2022 5:00:00 PM,12/31/2022 12:00:00 PM,Gas,36559,0.420,False
12/31/2022 5:00:00 PM,12/31/2022 12:00:00 PM,Hydro,1565,0.020,True
12/31/2022 5:00:00 PM,12/31/2022 12:00:00 PM,Multiple Fuels,3,0.000,False
12/31/2022 5:00:00 PM,12/31/2022 12:00:00 PM,Nuclear,33955,0.390,False
12/31/2022 5:00:00 PM,12/31/2022 12:00:00 PM,Oil,193,0.000,False
12/31/2022 5:00:00 PM,12/31/2022 12:00:00 PM,Other,227,0.000,False
12/31/2022 5:00:00 PM,12/31/2022 12:00:00 PM,Other Renewables,654,0.010,True
12/31/2022 5:00:00 PM,12/31/2022 12:00:00 PM,Solar,410,0.000,True
12/31/2022 5:00:00 PM,12/31/2022 12:00:00 PM,Storage,0,0.000,False
12/31/2022 5:00:00 PM,12/31/2022 12:00:00 PM,Wind,801,0.010,True
12/31/2022 4:00:00 PM,12/31/2022 11:00:00 AM,Coal,13350,0.150,False
12/31/2022 4:00:00 PM,12/31/2022 11:00:00 AM,Gas,36802,0.420,False
12/31/2022 4:00:00 PM,12/31/2022 11:00:00 AM,Hydro,1245,0.010,True
12/31/2022 4:00:00 PM,12/31/2022 11:00:00 AM,Multiple Fuels,3,0.000,False
12/31/2022 4:00:00 PM,12/31/2022 11:00:00 AM,Nuclear,33937,0.390,False
12/31/2022 4:00:00 PM,12/31/2022 11:00:00 AM,Oil,190,0.000,False
12/31/2022 4:00:00 PM,12/31/2022 11:00:00 AM,Other,251,0.000,False
12/31/2022 4:00:00 PM,12/31/2022 11:00:00 AM,Other Renewables,654,0.010,True
12/31/2022 4:00:00 PM,12/31/2022 11:00:00 AM,Solar,466,0.010,True
12/31/2022 4:00:00 PM,12/31/2022 11:00:00 AM,Storage,0,0.000,False
12/31/2022 4:00:00 PM,12/31/2022 11:00:00 AM,Wind,815,0.010,True
12/31/2022 3:00:00 PM,12/31/2022 10:00:00 AM,Coal,12948,0.150,False
12/31/2022 3:00:00 PM,12/31/2022 10:00:00 AM,Gas,36478,0.420,False
12/31/2022 3:00:00 PM,12/31/2022 10:00:00 AM,Hydro,1181,0.010,True
12/31/2022 3:00:00 PM,12/31/2022 10:00:00 AM,Multiple Fuels,3,0.000,False
12/31/2022 3:00:00 PM,12/31/2022 10:00:00 AM,Nuclear,33942,0.390,False
12/31/2022 3:00:00 PM,12/31/2022 10:00:00 AM,Oil,192,0.000,False
12/31/2022 3:00:00 PM,12/31/2022 10:00:00 AM,Other,254,0.000,False
12/31/2022 3:00:00 PM,12/31/2022 10:00:00 AM,Other Renewables,645,0.010,True
12/31/2022 3:00:00 PM,12/31/2022 10:00:00 AM,Solar,451,0.010,True
12/31/2022 3:00:00 PM,12/31/2022 10:00:00 AM,Storage,0,0.000,False
12/31/2022 3:00:00 PM,12/31/2022 10:00:00 AM,Wind,613,0.010,True
12/31/2022 2:00:00 PM,12/31/2022 9:00:00 AM,Coal,11889,0.140,False
12/31/2022 2:00:00 PM,12/31/2022 9:00:00 AM,Gas,35352,0.420,False
12/31/2022 2:00:00 PM,12/31/2022 9:00:00 AM,Hydro,1109,0.010,True
12/31/2022 2:00:00 PM,12/31/2022 9:00:00 AM,Multiple Fuels,3,0.000,False
12/31/2022 2:00:00 PM,12/31/2022 9:00:00 AM,Nuclear,33972,0.400,False
12/31/2022 2:00:00 PM,12/31/2022 9:00:00 AM,Oil,193,0.000,False
12/31/2022 2:00:00 PM,12/31/2022 9:00:00 AM,Other,168,0.000,False
12/31/2022 2:00:00 PM,12/31/2022 9:00:00 AM,Other Renewables,654,0.010,True
12/31/2022 2:00:00 PM,12/31/2022 9:00:00 AM,Solar,236,0.000,True
12/31/2022 2:00:00 PM,12/31/2022 9:00:00 AM,Storage,0,0.000,False
12/31/2022 2:00:00 PM,12/31/2022 9:00:00 AM,Wind,709,0.010,True
12/31/2022 1:00:00 PM,12/31/2022 8:00:00 AM,Coal,11680,0.140,False
12/31/2022 1:00:00 PM,12/31/2022 8:00:00 AM,Gas,32259,0.400,False
12/31/2022 1:00:00 PM,12/31/2022 8:00:00 AM,Hydro,1659,0.020,True
12/31/2022 1:00:00 PM,12/31/2022 8:00:00 AM,Multiple Fuels,3,0.000,False
12/31/2022 1:00:00 PM,12/31/2022 8:00:00 AM,Nuclear,33963,0.420,False
12/31/2022 1:00:00 PM,12/31/2022 8:00:00 AM,Oil,192,0.000,False
12/31/2022 1:00:00 PM,12/31/2022 8:00:00 AM,Other,213,0.000,False
12/31/2022 1:00:00 PM,12/31/2022 8:00:00 AM,Other Renewables,661,0.010,True
12/31/2022 1:00:00 PM,12/31/2022 8:00:00 AM,Solar,94,0.000,True
12/31/2022 1:00:00 PM,12/31/2022 8:00:00 AM,Storage,0,0.000,False
12/31/2022 1:00:00 PM,12/31/2022 8:00:00 AM,Wind,905,0.010,True
12/31/2022 12:00:00 PM,12/31/2022 7:00:00 AM,Coal,11662,0.150,False
12/31/2022 12:00:00 PM,12/31/2022 7:00:00 AM,Gas,29683,0.370,False
12/31/2022 12:00:00 PM,12/31/2022 7:00:00 AM,Hydro,1592,0.020,True
12/31/2022 12:00:00 PM,12/31/2022 7:00:00 AM,Multiple Fuels,3,0.000,False
12/31/2022 12:00:00 PM,12/31/2022 7:00:00 AM,Nuclear,33984,0.430,False
12/31/2022 12:00:00 PM,12/31/2022 7:00:00 AM,Oil,193,0.000,False
12/31/2022 12:00:00 PM,12/31/2022 7:00:00 AM,Other,200,0.000,False
12/31/2022 12:00:00 PM,12/31/2022 7:00:00 AM,Other Renewables,648,0.010,True
12/31/2022 12:00:00 PM,12/31/2022 7:00:00 AM,Solar,8,0.000,True
12/31/2022 12:00:00 PM,12/31/2022 7:00:00 AM,Storage,0,0.000,False
12/31/2022 12:00:00 PM,12/31/2022 7:00:00 AM,Wind,1237,0.020,True
12/31/2022 11:00:00 AM,12/31/2022 6:00:00 AM,Coal,11835,0.150,False
12/31/2022 11:00:00 AM,12/31/2022 6:00:00 AM,Gas,27627,0.360,False
12/31/2022 11:00:00 AM,12/31/2022 6:00:00 AM,Hydro,1220,0.020,True
12/31/2022 11:00:00 AM,12/31/2022 6:00:00 AM,Multiple Fuels,3,0.000,False
12/31/2022 11:00:00 AM,12/31/2022 6:00:00 AM,Nuclear,33984,0.440,False
12/31/2022 11:00:00 AM,12/31/2022 6:00:00 AM,Oil,193,0.000,False
12/31/2022 11:00:00 AM,12/31/2022 6:00:00 AM,Other,200,0.000,False
12/31/2022 11:00:00 AM,12/31/2022 6:00:00 AM,Other Renewables,668,0.010,True
12/31/2022 11:00:00 AM,12/31/2022 6:00:00 AM,Solar,8,0.000,True
12/31/2022 11:00:00 AM,12/31/2022 6:00:00 AM,Storage,0,0.000,False
12/31/2022 11:00:00 AM,12/31/2022 6:00:00 AM,Wind,1307,0.020,True
12/31/2022 10:00:00 AM,12/31/2022 5:00:00 AM,Coal,11724,0.150,False
12/31/2022 10:00:00 AM,12/31/2022 5:00:00 AM,Gas,27323,0.360,False
12/31/2022 10:00:00 AM,12/31/2022 5:00:00 AM,Hydro,1150,0.010,True
12/31/2022 10:00:00 AM,12/31/2022 5:00:00 AM,Multiple Fuels,3,0.000,False
12/31/2022 10:00:00 AM,12/31/2022 5:00:00 AM,Nuclear,33984,0.440,False
12/31/2022 10:00:00 AM,12/31/2022 5:00:00 AM,Oil,193,0.000,False
12/31/2022 10:00:00 AM,12/31/2022 5:00:00 AM,Other,200,0.000,False
12/31/2022 10:00:00 AM,12/31/2022 5:00:00 AM,Other Renewables,660,0.010,True
12/31/2022 10:00:00 AM,12/31/2022 5:00:00 AM,Solar,8,0.000,True
12/31/2022 10:00:00 AM,12/31/2022 5:00:00 AM,Storage,0,0.000,False
12/31/2022 10:00:00 AM,12/31/2022 5:00:00 AM,Wind,1631,0.020,True
12/31/2022 9:00:00 AM,12/31/2022 4:00:00 AM,Coal,11995,0.160,False
12/31/2022 9:00:00 AM,12/31/2022 4:00:00 AM,Gas,26497,0.350,False
12/31/2022 9:00:00 AM,12/31/2022 4:00:00 AM,Hydro,1172,0.020,True
12/31/2022 9:00:00 AM,12/31/2022 4:00:00 AM,Multiple Fuels,3,0.000,False
12/31/2022 9:00:00 AM,12/31/2022 4:00:00 AM,Nuclear,33984,0.440,False
12/31/2022 9:00:00 AM,12/31/2022 4:00:00 AM,Oil,193,0.000,False
12/31/2022 9:00:00 AM,12/31/2022 4:00:00 AM,Other,200,0.000,False
12/31/2022 9:00:00 AM,12/31/2022 4:00:00 AM,Other Renewables,665,0.010,True
12/31/2022 9:00:00 AM,12/31/2022 4:00:00 AM,Solar,8,0.000,True
12/31/2022 9:00:00 AM,12/31/2022 4:00:00 AM,Storage,0,0.000,False
12/31/2022 9:00:00 AM,12/31/2022 4:00:00 AM,Wind,1717,0.020,True
12/31/2022 8:00:00 AM,12/31/2022 3:00:00 AM,Coal,12231,0.160,False
12/31/2022 8:00:00 AM,12/31/2022 3:00:00 AM,Gas,26710,0.350,False
12/31/2022 8:00:00 AM,12/31/2022 3:00:00 AM,Hydro,948,0.010,True
12/31/2022 8:00:00 AM,12/31/2022 3:00:00 AM,Multiple Fuels,3,0.000,False
12/31/2022 8:00:00 AM,12/31/2022 3:00:00 AM,Nuclear,33969,0.440,False
12/31/2022 8:00:00 AM,12/31/2022 3:00:00 AM,Oil,193,0.000,False
12/31/2022 8:00:00 AM,12/31/2022 3:00:00 AM,Other,201,0.000,False
12/31/2022 8:00:00 AM,12/31/2022 3:00:00 AM,Other Renewables,654,0.010,True
12/31/2022 8:00:00 AM,12/31/2022 3:00:00 AM,Solar,8,0.000,True
12/31/2022 8:00:00 AM,12/31/2022 3:00:00 AM,Storage,0,0.000,False
12/31/2022 8:00:00 AM,12/31/2022 3:00:00 AM,Wind,1654,0.020,True
12/31/2022 7:00:00 AM,12/31/2022 2:00:00 AM,Coal,12838,0.170,False
12/31/2022 7:00:00 AM,12/31/2022 2:00:00 AM,Gas,26224,0.340,False
12/31/2022 7:00:00 AM,12/31/2022 2:00:00 AM,Hydro,906,0.010,True
12/31/2022 7:00:00 AM,12/31/2022 2:00:00 AM,Multiple Fuels,3,0.000,False
12/31/2022 7:00:00 AM,12/31/2022 2:00:00 AM,Nuclear,33954,0.440,False
12/31/2022 7:00:00 AM,12/31/2022 2:00:00 AM,Oil,193,0.000,False
12/31/2022 7:00:00 AM,12/31/2022 2:00:00 AM,Other,200,0.000,False
12/31/2022 7:00:00 AM,12/31/2022 2:00:00 AM,Other Renewables,662,0.010,True
12/31/2022 7:00:00 AM,12/31/2022 2:00:00 AM,Solar,8,0.000,True
12/31/2022 7:00:00 AM,12/31/2022 2:00:00 AM,Storage,0,0.000,False
12/31/2022 7:00:00 AM,12/31/2022 2:00:00 AM,Wind,1725,0.020,True
12/31/2022 6:00:00 AM,12/31/2022 1:00:00 AM,Coal,13024,0.170,False
12/31/2022 6:00:00 AM,12/31/2022 1:00:00 AM,Gas,27380,0.350,False
12/31/2022 6:00:00 AM,12/31/2022 1:00:00 AM,Hydro,927,0.010,True
12/31/2022 6:00:00 AM,12/31/2022 1:00:00 AM,Multiple Fuels,3,0.000,False
12/31/2022 6:00:00 AM,12/31/2022 1:00:00 AM,Nuclear,33976,0.430,False
12/31/2022 6:00:00 AM,12/31/2022 1:00:00 AM,Oil,192,0.000,False
12/31/2022 6:00:00 AM,12/31/2022 1:00:00 AM,Other,342,0.000,False
12/31/2022 6:00:00 AM,12/31/2022 1:00:00 AM,Other Renewables,673,0.010,True
12/31/2022 6:00:00 AM,12/31/2022 1:00:00 AM,Solar,8,0.000,True
12/31/2022 6:00:00 AM,12/31/2022 1:00:00 AM,Storage,0,0.000,False
12/31/2022 6:00:00 AM,12/31/2022 1:00:00 AM,Wind,1938,0.020,True
12/31/2022 5:00:00 AM,12/31/2022 12:00:00 AM,Coal,13131,0.160,False
12/31/2022 5:00:00 AM,12/31/2022 12:00:00 AM,Gas,29709,0.370,False
12/31/2022 5:00:00 AM,12/31/2022 12:00:00 AM,Hydro,859,0.010,True
12/31/2022 5:00:00 AM,12/31/2022 12:00:00 AM,Multiple Fuels,3,0.000,False
12/31/2022 5:00:00 AM,12/31/2022 12:00:00 AM,Nuclear,33961,0.420,False
12/31/2022 5:00:00 AM,12/31/2022 12:00:00 AM,Oil,192,0.000,False
12/31/2022 5:00:00 AM,12/31/2022 12:00:00 AM,Other,220,0.000,False
12/31/2022 5:00:00 AM,12/31/2022 12:00:00 AM,Other Renewables,669,0.010,True
12/31/2022 5:00:00 AM,12/31/2022 12:00:00 AM,Solar,8,0.000,True
12/31/2022 5:00:00 AM,12/31/2022 12:00:00 AM,Storage,0,0.000,False
12/31/2022 5:00:00 AM,12/31/2022 12:00:00 AM,Wind,1633,0.020,True
12/31/2022 4:00:00 AM,12/30/2022 11:00:00 PM,Coal,13351,0.160,False
12/31/2022 4:00:00 AM,12/30/2022 11:00:00 PM,Gas,31816,0.380,False
12/31/2022 4:00:00 AM,12/30/2022 11:00:00 PM,Hydro,1007,0.010,True
12/31/2022 4:00:00 AM,12/30/2022 11:00:00 PM,Multiple Fuels,3,0.000,False
12/31/2022 4:00:00 AM,12/30/2022 11:00:00 PM,Nuclear,33954,0.410,False
12/31/2022 4:00:00 AM,12/30/2022 11:00:00 PM,Oil,193,0.000,False
12/31/2022 4:00:00 AM,12/30/2022 11:00:00 PM,Other,201,0.000,False
12/31/2022 4:00:00 AM,12/30/2022 11:00:00 PM,Other Renewables,669,0.010,True
12/31/2022 4:00:00 AM,12/30/2022 11:00:00 PM,Solar,8,0.000,True
12/31/2022 4:00:00 AM,12/30/2022 11:00:00 PM,Storage,0,0.000,False
12/31/2022 4:00:00 AM,12/30/2022 11:00:00 PM,Wind,1479,0.020,True
12/31/2022 3:00:00 AM,12/30/2022 10:00:00 PM,Coal,13607,0.160,False
12/31/2022 3:00:00 AM,12/30/2022 10:00:00 PM,Gas,34408,0.400,False
12/31/2022 3:00:00 AM,12/30/2022 10:00:00 PM,Hydro,1784,0.020,True
12/31/2022 3:00:00 AM,12/30/2022 10:00:00 PM,Multiple Fuels,3,0.000,False
12/31/2022 3:00:00 AM,12/30/2022 10:00:00 PM,Nuclear,33923,0.390,False
12/31/2022 3:00:00 AM,12/30/2022 10:00:00 PM,Oil,193,0.000,False
12/31/2022 3:00:00 AM,12/30/2022 10:00:00 PM,Other,200,0.000,False
12/31/2022 3:00:00 AM,12/30/2022 10:00:00 PM,Other Renewables,663,0.010,True
12/31/2022 3:00:00 AM,12/30/2022 10:00:00 PM,Solar,8,0.000,True
12/31/2022 3:00:00 AM,12/30/2022 10:00:00 PM,Storage,0,0.000,False
12/31/2022 3:00:00 AM,12/30/2022 10:00:00 PM,Wind,1500,0.020,True
12/31/2022 2:00:00 AM,12/30/2022 9:00:00 PM,Coal,14026,0.160,False
12/31/2022 2:00:00 AM,12/30/2022 9:00:00 PM,Gas,35371,0.400,False
12/31/2022 2:00:00 AM,12/30/2022 9:00:00 PM,Hydro,2064,0.020,True
12/31/2022 2:00:00 AM,12/30/2022 9:00:00 PM,Multiple Fuels,314,0.000,False
12/31/2022 2:00:00 AM,12/30/2022 9:00:00 PM,Nuclear,33974,0.380,False
12/31/2022 2:00:00 AM,12/30/2022 9:00:00 PM,Oil,188,0.000,False
12/31/2022 2:00:00 AM,12/30/2022 9:00:00 PM,Other,353,0.000,False
12/31/2022 2:00:00 AM,12/30/2022 9:00:00 PM,Other Renewables,661,0.010,True
12/31/2022 2:00:00 AM,12/30/2022 9:00:00 PM,Solar,8,0.000,True
12/31/2022 2:00:00 AM,12/30/2022 9:00:00 PM,Storage,0,0.000,False
12/31/2022 2:00:00 AM,12/30/2022 9:00:00 PM,Wind,1498,0.020,True
12/31/2022 1:00:00 AM,12/30/2022 8:00:00 PM,Coal,14359,0.160,False
12/31/2022 1:00:00 AM,12/30/2022 8:00:00 PM,Gas,37030,0.410,False
12/31/2022 1:00:00 AM,12/30/2022 8:00:00 PM,Hydro,2172,0.020,True
12/31/2022 1:00:00 AM,12/30/2022 8:00:00 PM,Multiple Fuels,313,0.000,False
12/31/2022 1:00:00 AM,12/30/2022 8:00:00 PM,Nuclear,33971,0.380,False
12/31/2022 1:00:00 AM,12/30/2022 8:00:00 PM,Oil,185,0.000,False
12/31/2022 1:00:00 AM,12/30/2022 8:00:00 PM,Other,310,0.000,False
12/31/2022 1:00:00 AM,12/30/2022 8:00:00 PM,Other Renewables,670,0.010,True
12/31/2022 1:00:00 AM,12/30/2022 8:00:00 PM,Solar,8,0.000,True
