datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable
12/1/2022 2:00:00 AM,11/30/2022 9:00:00 PM,Nuclear,32953,0.320,False
12/1/2022 2:00:00 AM,11/30/2022 9:00:00 PM,Oil,94,0.000,False
12/1/2022 2:00:00 AM,11/30/2022 9:00:00 PM,Other,47,0.000,False
12/1/2022 2:00:00 AM,11/30/2022 9:00:00 PM,Other Renewables,728,0.010,True
12/1/2022 2:00:00 AM,11/30/2022 9:00:00 PM,Solar,14,0.000,True
12/1/2022 2:00:00 AM,11/30/2022 9:00:00 PM,Storage,0,0.000,False
12/1/2022 2:00:00 AM,11/30/2022 9:00:00 PM,Wind,8661,0.080,True
12/1/2022 1:00:00 AM,11/30/2022 8:00:00 PM,Coal,19238,0.180,False
12/1/2022 1:00:00 AM,11/30/2022 8:00:00 PM,Gas,40544,0.390,False
12/1/2022 1:00:00 AM,11/30/2022 8:00:00 PM,Hydro,2825,0.030,True
12/1/2022 1:00:00 AM,11/30/2022 8:00:00 PM,Multiple Fuels,3,0.000,False
12/1/2022 1:00:00 AM,11/30/2022 8:00:00 PM,Nuclear,32935,0.310,False
12/1/2022 1:00:00 AM,11/30/2022 8:00:00 PM,Oil,93,0.000,False
12/1/2022 1:00:00 AM,11/30/2022 8:00:00 PM,Other,44,0.000,False
12/1/2022 1:00:00 AM,11/30/2022 8:00:00 PM,Other Renewables,739,0.010,True
12/1/2022 1:00:00 AM,11/30/2022 8:00:00 PM,Solar,15,0.000,True
12/1/2022 1:00:00 AM,11/30/2022 8:00:00 PM,Storage,0,0.000,False
12/1/2022 1:00:00 AM,11/30/2022 8:00:00 PM,Wind,8848,0.080,True
12/1/2022 12:00:00 AM,11/30/2022 7:00:00 PM,Coal,19328,0.180,False
12/1/2022 12:00:00 AM,11/30/2022 7:00:00 PM,Gas,40111,0.380,False
12/1/2022 12:00:00 AM,11/30/2022 7:00:00 PM,Hydro,3630,0.030,True
12/1/2022 12:00:00 AM,11/30/2022 7:00:00 PM,Multiple Fuels,3,0.000,False
12/1/2022 12:00:00 AM,11/30/2022 7:00:00 PM,Nuclear,32912,0.310,False
12/1/2022 12:00:00 AM,11/30/2022 7:00:00 PM,Oil,90,0.000,False
12/1/2022 12:00:00 AM,11/30/2022 7:00:00 PM,Other,46,0.000,False
12/1/2022 12:00:00 AM,11/30/2022 7:00:00 PM,Other Renewables,738,0.010,True
12/1/2022 12:00:00 AM,11/30/2022 7:00:00 PM,Solar,14,0.000,True
12/1/2022 12:00:00 AM,11/30/2022 7:00:00 PM,Storage,0,0.000,False
12/1/2022 12:00:00 AM,11/30/2022 7:00:00 PM,Wind,8584,0.080,True
11/30/2022 11:00:00 PM,11/30/2022 6:00:00 PM,Coal,19395,0.180,False
11/30/2022 11:00:00 PM,11/30/2022 6:00:00 PM,Gas,41234,0.390,False
11/30/2022 11:00:00 PM,11/30/2022 6:00:00 PM,Hydro,3889,0.040,True
11/30/2022 11:00:00 PM,11/30/2022 6:00:00 PM,Multiple Fuels,3,0.000,False
11/30/2022 11:00:00 PM,11/30/2022 6:00:00 PM,Nuclear,32896,0.310,False
11/30/2022 11:00:00 PM,11/30/2022 6:00:00 PM,Oil,90,0.000,False
11/30/2022 11:00:00 PM,11/30/2022 6:00:00 PM,Other,46,0.000,False
11/30/2022 11:00:00 PM,11/30/2022 6:00:00 PM,Other Renewables,741,0.010,True
11/30/2022 11:00:00 PM,11/30/2022 6:00:00 PM,Solar,15,0.000,True
11/30/2022 11:00:00 PM,11/30/2022 6:00:00 PM,Storage,0,0.000,False
11/30/2022 11:00:00 PM,11/30/2022 6:00:00 PM,Wind,8561,0.080,True
11/30/2022 10:00:00 PM,11/30/2022 5:00:00 PM,Coal,18285,0.180,False
11/30/2022 10:00:00 PM,11/30/2022 5:00:00 PM,Gas,39300,0.380,False
11/30/2022 10:00:00 PM,11/30/2022 5:00:00 PM,Hydro,3973,0.040,True
11/30/2022 10:00:00 PM,11/30/2022 5:00:00 PM,Multiple Fuels,3,0.000,False
11/30/2022 10:00:00 PM,11/30/2022 5:00:00 PM,Nuclear,32808,0.310,False
11/30/2022 10:00:00 PM,11/30/2022 5:00:00 PM,Oil,164,0.000,False
11/30/2022 10:00:00 PM,11/30/2022 5:00:00 PM,Other,51,0.000,False
11/30/2022 10:00:00 PM,11/30/2022 5:00:00 PM,Other Renewables,745,0.010,True
11/30/2022 10:00:00 PM,11/30/2022 5:00:00 PM,Solar,15,0.000,True
11/30/2022 10:00:00 PM,11/30/2022 5:00:00 PM,Storage,0,0.000,False
11/30/2022 10:00:00 PM,11/30/2022 5:00:00 PM,Wind,8925,0.090,True
11/30/2022 9:00:00 PM,11/30/2022 4:00:00 PM,Coal,17402,0.180,False
11/30/2022 9:00:00 PM,11/30/2022 4:00:00 PM,Gas,36626,0.370,False
11/30/2022 9:00:00 PM,11/30/2022 4:00:00 PM,Hydro,1668,0.020,True
11/30/2022 9:00:00 PM,11/30/2022 4:00:00 PM,Multiple Fuels,3,0.000,False
11/30/2022 9:00:00 PM,11/30/2022 4:00:00 PM,Nuclear,32622,0.330,False
11/30/2022 9:00:00 PM,11/30/2022 4:00:00 PM,Oil,163,0.000,False
11/30/2022 9:00:00 PM,11/30/2022 4:00:00 PM,Other,58,0.000,False
11/30/2022 9:00:00 PM,11/30/2022 4:00:00 PM,Other Renewables,758,0.010,True
11/30/2022 9:00:00 PM,11/30/2022 4:00:00 PM,Solar,211,0.000,True
11/30/2022 9:00:00 PM,11/30/2022 4:00:00 PM,Storage,0,0.000,False
11/30/2022 9:00:00 PM,11/30/2022 4:00:00 PM,Wind,9181,0.090,True
11/30/2022 8:00:00 PM,11/30/2022 3:00:00 PM,Coal,17418,0.180,False
11/30/2022 8:00:00 PM,11/30/2022 3:00:00 PM,Gas,34378,0.360,False
11/30/2022 8:00:00 PM,11/30/2022 3:00:00 PM,Hydro,1208,0.010,True
11/30/2022 8:00:00 PM,11/30/2022 3:00:00 PM,Multiple Fuels,3,0.000,False
11/30/2022 8:00:00 PM,11/30/2022 3:00:00 PM,Nuclear,32526,0.340,False
11/30/2022 8:00:00 PM,11/30/2022 3:00:00 PM,Oil,154,0.000,False
11/30/2022 8:00:00 PM,11/30/2022 3:00:00 PM,Other,86,0.000,False
11/30/2022 8:00:00 PM,11/30/2022 3:00:00 PM,Other Renewables,735,0.010,True
11/30/2022 8:00:00 PM,11/30/2022 3:00:00 PM,Solar,929,0.010,True
11/30/2022 8:00:00 PM,11/30/2022 3:00:00 PM,Storage,0,0.000,False
11/30/2022 8:00:00 PM,11/30/2022 3:00:00 PM,Wind,9371,0.100,True
11/30/2022 7:00:00 PM,11/30/2022 2:00:00 PM,Coal,17813,0.180,False
11/30/2022 7:00:00 PM,11/30/2022 2:00:00 PM,Gas,34914,0.360,False
11/30/2022 7:00:00 PM,11/30/2022 2:00:00 PM,Hydro,991,0.010,True
11/30/2022 7:00:00 PM,11/30/2022 2:00:00 PM,Multiple Fuels,3,0.000,False
11/30/2022 7:00:00 PM,11/30/2022 2:00:00 PM,Nuclear,32498,0.330,False
11/30/2022 7:00:00 PM,11/30/2022 2:00:00 PM,Oil,86,0.000,False
11/30/2022 7:00:00 PM,11/30/2022 2:00:00 PM,Other,95,0.000,False
11/30/2022 7:00:00 PM,11/30/2022 2:00:00 PM,Other Renewables,753,0.010,True
11/30/2022 7:00:00 PM,11/30/2022 2:00:00 PM,Solar,808,0.010,True
11/30/2022 7:00:00 PM,11/30/2022 2:00:00 PM,Storage,0,0.000,False
11/30/2022 7:00:00 PM,11/30/2022 2:00:00 PM,Wind,9244,0.100,True
11/30/2022 6:00:00 PM,11/30/2022 1:00:00 PM,Coal,18202,0.180,False
11/30/2022 6:00:00 PM,11/30/2022 1:00:00 PM,Gas,36673,0.370,False
11/30/2022 6:00:00 PM,11/30/2022 1:00:00 PM,Hydro,741,0.010,True
11/30/2022 6:00:00 PM,11/30/2022 1:00:00 PM,Multiple Fuels,3,0.000,False
11/30/2022 6:00:00 PM,11/30/2022 1:00:00 PM,Nuclear,32445,0.330,False
11/30/2022 6:00:00 PM,11/30/2022 1:00:00 PM,Oil,85,0.000,False
11/30/2022 6:00:00 PM,11/30/2022 1:00:00 PM,Other,89,0.000,False
11/30/2022 6:00:00 PM,11/30/2022 1:00:00 PM,Other Renewables,739,0.010,True
11/30/2022 6:00:00 PM,11/30/2022 1:00:00 PM,Solar,816,0.010,True
11/30/2022 6:00:00 PM,11/30/2022 1:00:00 PM,Storage,0,0.000,False
11/30/2022 6:00:00 PM,11/30/2022 1:00:00 PM,Wind,9014,0.090,True
11/30/2022 5:00:00 PM,11/30/2022 12:00:00 PM,Coal,18042,0.180,False
11/30/2022 5:00:00 PM,11/30/2022 12:00:00 PM,Gas,36777,0.370,False
11/30/2022 5:00:00 PM,11/30/2022 12:00:00 PM,Hydro,822,0.010,True
11/30/2022 5:00:00 PM,11/30/2022 12:00:00 PM,Multiple Fuels,3,0.000,False
11/30/2022 5:00:00 PM,11/30/2022 12:00:00 PM,Nuclear,32445,0.330,False
11/30/2022 5:00:00 PM,11/30/2022 12:00:00 PM,Oil,93,0.000,False
11/30/2022 5:00:00 PM,11/30/2022 12:00:00 PM,Other,69,0.000,False
11/30/2022 5:00:00 PM,11/30/2022 12:00:00 PM,Other Renewables,740,0.010,True
11/30/2022 5:00:00 PM,11/30/2022 12:00:00 PM,Solar,711,0.010,True
11/30/2022 5:00:00 PM,11/30/2022 12:00:00 PM,Storage,0,0.000,False
11/30/2022 5:00:00 PM,11/30/2022 12:00:00 PM,Wind,9158,0.090,True
11/30/2022 4:00:00 PM,11/30/2022 11:00:00 AM,Coal,18078,0.180,False
11/30/2022 4:00:00 PM,11/30/2022 11:00:00 AM,Gas,37847,0.380,False
11/30/2022 4:00:00 PM,11/30/2022 11:00:00 AM,Hydro,1201,0.010,True
11/30/2022 4:00:00 PM,11/30/2022 11:00:00 AM,Multiple Fuels,3,0.000,False
11/30/2022 4:00:00 PM,11/30/2022 11:00:00 AM,Nuclear,32438,0.330,False
11/30/2022 4:00:00 PM,11/30/2022 11:00:00 AM,Oil,95,0.000,False
11/30/2022 4:00:00 PM,11/30/2022 11:00:00 AM,Other,55,0.000,False
11/30/2022 4:00:00 PM,11/30/2022 11:00:00 AM,Other Renewables,749,0.010,True
11/30/2022 4:00:00 PM,11/30/2022 11:00:00 AM,Solar,502,0.010,True
11/30/2022 4:00:00 PM,11/30/2022 11:00:00 AM,Storage,0,0.000,False
11/30/2022 4:00:00 PM,11/30/2022 11:00:00 AM,Wind,8712,0.090,True
11/30/2022 3:00:00 PM,11/30/2022 10:00:00 AM,Coal,17872,0.180,False
11/30/2022 3:00:00 PM,11/30/2022 10:00:00 AM,Gas,38609,0.390,False
11/30/2022 3:00:00 PM,11/30/2022 10:00:00 AM,Hydro,893,0.010,True
11/30/2022 3:00:00 PM,11/30/2022 10:00:00 AM,Multiple Fuels,3,0.000,False
11/30/2022 3:00:00 PM,11/30/2022 10:00:00 AM,Nuclear,32491,0.320,False
11/30/2022 3:00:00 PM,11/30/2022 10:00:00 AM,Oil,94,0.000,False
11/30/2022 3:00:00 PM,11/30/2022 10:00:00 AM,Other,57,0.000,False
11/30/2022 3:00:00 PM,11/30/2022 10:00:00 AM,Other Renewables,744,0.010,True
11/30/2022 3:00:00 PM,11/30/2022 10:00:00 AM,Solar,353,0.000,True
11/30/2022 3:00:00 PM,11/30/2022 10:00:00 AM,Storage,0,0.000,False
11/30/2022 3:00:00 PM,11/30/2022 10:00:00 AM,Wind,8965,0.090,True
11/30/2022 2:00:00 PM,11/30/2022 9:00:00 AM,Coal,17386,0.170,False
11/30/2022 2:00:00 PM,11/30/2022 9:00:00 AM,Gas,38648,0.390,False
11/30/2022 2:00:00 PM,11/30/2022 9:00:00 AM,Hydro,909,0.010,True
11/30/2022 2:00:00 PM,11/30/2022 9:00:00 AM,Multiple Fuels,3,0.000,False
11/30/2022 2:00:00 PM,11/30/2022 9:00:00 AM,Nuclear,32502,0.330,False
11/30/2022 2:00:00 PM,11/30/2022 9:00:00 AM,Oil,176,0.000,False
11/30/2022 2:00:00 PM,11/30/2022 9:00:00 AM,Other,51,0.000,False
11/30/2022 2:00:00 PM,11/30/2022 9:00:00 AM,Other Renewables,744,0.010,True
11/30/2022 2:00:00 PM,11/30/2022 9:00:00 AM,Solar,231,0.000,True
11/30/2022 2:00:00 PM,11/30/2022 9:00:00 AM,Storage,0,0.000,False
11/30/2022 2:00:00 PM,11/30/2022 9:00:00 AM,Wind,9170,0.090,True
11/30/2022 1:00:00 PM,11/30/2022 8:00:00 AM,Coal,17238,0.170,False
11/30/2022 1:00:00 PM,11/30/2022 8:00:00 AM,Gas,38413,0.380,False
11/30/2022 1:00:00 PM,11/30/2022 8:00:00 AM,Hydro,1912,0.020,True
11/30/2022 1:00:00 PM,11/30/2022 8:00:00 AM,Multiple Fuels,3,0.000,False
11/30/2022 1:00:00 PM,11/30/2022 8:00:00 AM,Nuclear,32526,0.330,False
11/30/2022 1:00:00 PM,11/30/2022 8:00:00 AM,Oil,175,0.000,False
11/30/2022 1:00:00 PM,11/30/2022 8:00:00 AM,Other,50,0.000,False
11/30/2022 1:00:00 PM,11/30/2022 8:00:00 AM,Other Renewables,749,0.010,True
11/30/2022 1:00:00 PM,11/30/2022 8:00:00 AM,Solar,73,0.000,True
11/30/2022 1:00:00 PM,11/30/2022 8:00:00 AM,Storage,0,0.000,False
11/30/2022 1:00:00 PM,11/30/2022 8:00:00 AM,Wind,8896,0.090,True
11/30/2022 12:00:00 PM,11/30/2022 7:00:00 AM,Coal,16541,0.170,False
11/30/2022 12:00:00 PM,11/30/2022 7:00:00 AM,Gas,35953,0.370,False
11/30/2022 12:00:00 PM,11/30/2022 7:00:00 AM,Hydro,1515,0.020,True
11/30/2022 12:00:00 PM,11/30/2022 7:00:00 AM,Multiple Fuels,3,0.000,False
11/30/2022 12:00:00 PM,11/30/2022 7:00:00 AM,Nuclear,32873,0.340,False
11/30/2022 12:00:00 PM,11/30/2022 7:00:00 AM,Oil,160,0.000,False
11/30/2022 12:00:00 PM,11/30/2022 7:00:00 AM,Other,47,0.000,False
11/30/2022 12:00:00 PM,11/30/2022 7:00:00 AM,Other Renewables,765,0.010,True
11/30/2022 12:00:00 PM,11/30/2022 7:00:00 AM,Solar,15,0.000,True
11/30/2022 12:00:00 PM,11/30/2022 7:00:00 AM,Storage,0,0.000,False
11/30/2022 12:00:00 PM,11/30/2022 7:00:00 AM,Wind,9073,0.090,True
11/30/2022 11:00:00 AM,11/30/2022 6:00:00 AM,Coal,14972,0.160,False
11/30/2022 11:00:00 AM,11/30/2022 6:00:00 AM,Gas,31299,0.340,False
11/30/2022 11:00:00 AM,11/30/2022 6:00:00 AM,Hydro,1679,0.020,True
11/30/2022 11:00:00 AM,11/30/2022 6:00:00 AM,Multiple Fuels,3,0.000,False
11/30/2022 11:00:00 AM,11/30/2022 6:00:00 AM,Nuclear,32890,0.360,False
11/30/2022 11:00:00 AM,11/30/2022 6:00:00 AM,Oil,94,0.000,False
11/30/2022 11:00:00 AM,11/30/2022 6:00:00 AM,Other,47,0.000,False
11/30/2022 11:00:00 AM,11/30/2022 6:00:00 AM,Other Renewables,752,0.010,True
11/30/2022 11:00:00 AM,11/30/2022 6:00:00 AM,Solar,15,0.000,True
11/30/2022 11:00:00 AM,11/30/2022 6:00:00 AM,Storage,0,0.000,False
11/30/2022 11:00:00 AM,11/30/2022 6:00:00 AM,Wind,9017,0.100,True
11/30/2022 10:00:00 AM,11/30/2022 5:00:00 AM,Coal,14051,0.160,False
11/30/2022 10:00:00 AM,11/30/2022 5:00:00 AM,Gas,28310,0.330,False
11/30/2022 10:00:00 AM,11/30/2022 5:00:00 AM,Hydro,557,0.010,True
11/30/2022 10:00:00 AM,11/30/2022 5:00:00 AM,Multiple Fuels,3,0.000,False
11/30/2022 10:00:00 AM,11/30/2022 5:00:00 AM,Nuclear,32893,0.380,False
11/30/2022 10:00:00 AM,11/30/2022 5:00:00 AM,Oil,91,0.000,False
11/30/2022 10:00:00 AM,11/30/2022 5:00:00 AM,Other,49,0.000,False
11/30/2022 10:00:00 AM,11/30/2022 5:00:00 AM,Other Renewables,748,0.010,True
11/30/2022 10:00:00 AM,11/30/2022 5:00:00 AM,Solar,14,0.000,True
11/30/2022 10:00:00 AM,11/30/2022 5:00:00 AM,Storage,0,0.000,False
11/30/2022 10:00:00 AM,11/30/2022 5:00:00 AM,Wind,8730,0.100,True
11/30/2022 9:00:00 AM,11/30/2022 4:00:00 AM,Coal,13618,0.160,False
11/30/2022 9:00:00 AM,11/30/2022 4:00:00 AM,Gas,25811,0.310,False
11/30/2022 9:00:00 AM,11/30/2022 4:00:00 AM,Hydro,530,0.010,True
11/30/2022 9:00:00 AM,11/30/2022 4:00:00 AM,Multiple Fuels,3,0.000,False
11/30/2022 9:00:00 AM,11/30/2022 4:00:00 AM,Nuclear,32895,0.400,False
11/30/2022 9:00:00 AM,11/30/2022 4:00:00 AM,Oil,89,0.000,False
11/30/2022 9:00:00 AM,11/30/2022 4:00:00 AM,Other,50,0.000,False
11/30/2022 9:00:00 AM,11/30/2022 4:00:00 AM,Other Renewables,749,0.010,True
11/30/2022 9:00:00 AM,11/30/2022 4:00:00 AM,Solar,14,0.000,True
11/30/2022 9:00:00 AM,11/30/2022 4:00:00 AM,Storage,0,0.000,False
11/30/2022 9:00:00 AM,11/30/2022 4:00:00 AM,Wind,8843,0.110,True
11/30/2022 8:00:00 AM,11/30/2022 3:00:00 AM,Coal,13470,0.170,False
11/30/2022 8:00:00 AM,11/30/2022 3:00:00 AM,Gas,24764,0.300,False
11/30/2022 8:00:00 AM,11/30/2022 3:00:00 AM,Hydro,545,0.010,True
11/30/2022 8:00:00 AM,11/30/2022 3:00:00 AM,Multiple Fuels,3,0.000,False
11/30/2022 8:00:00 AM,11/30/2022 3:00:00 AM,Nuclear,32899,0.400,False
11/30/2022 8:00:00 AM,11/30/2022 3:00:00 AM,Oil,83,0.000,False
11/30/2022 8:00:00 AM,11/30/2022 3:00:00 AM,Other,47,0.000,False
11/30/2022 8:00:00 AM,11/30/2022 3:00:00 AM,Other Renewables,756,0.010,True
11/30/2022 8:00:00 AM,11/30/2022 3:00:00 AM,Solar,14,0.000,True
11/30/2022 8:00:00 AM,11/30/2022 3:00:00 AM,Storage,0,0.000,False
11/30/2022 8:00:00 AM,11/30/2022 3:00:00 AM,Wind,9043,0.110,True
11/30/2022 7:00:00 AM,11/30/2022 2:00:00 AM,Coal,13464,0.160,False
11/30/2022 7:00:00 AM,11/30/2022 2:00:00 AM,Gas,25110,0.310,False
11/30/2022 7:00:00 AM,11/30/2022 2:00:00 AM,Hydro,562,0.010,True
11/30/2022 7:00:00 AM,11/30/2022 2:00:00 AM,Multiple Fuels,3,0.000,False
11/30/2022 7:00:00 AM,11/30/2022 2:00:00 AM,Nuclear,32889,0.400,False
11/30/2022 7:00:00 AM,11/30/2022 2:00:00 AM,Oil,90,0.000,False
11/30/2022 7:00:00 AM,11/30/2022 2:00:00 AM,Other,48,0.000,False
11/30/2022 7:00:00 AM,11/30/2022 2:00:00 AM,Other Renewables,743,0.010,True
11/30/2022 7:00:00 AM,11/30/2022 2:00:00 AM,Solar,14,0.000,True
11/30/2022 7:00:00 AM,11/30/2022 2:00:00 AM,Storage,0,0.000,False
11/30/2022 7:00:00 AM,11/30/2022 2:00:00 AM,Wind,9083,0.110,True
11/30/2022 6:00:00 AM,11/30/2022 1:00:00 AM,Coal,13633,0.160,False
11/30/2022 6:00:00 AM,11/30/2022 1:00:00 AM,Gas,26100,0.310,False
11/30/2022 6:00:00 AM,11/30/2022 1:00:00 AM,Hydro,636,0.010,True
11/30/2022 6:00:00 AM,11/30/2022 1:00:00 AM,Multiple Fuels,3,0.000,False
11/30/2022 6:00:00 AM,11/30/2022 1:00:00 AM,Nuclear,32899,0.390,False
11/30/2022 6:00:00 AM,11/30/2022 1:00:00 AM,Oil,91,0.000,False
11/30/2022 6:00:00 AM,11/30/2022 1:00:00 AM,Other,48,0.000,False
11/30/2022 6:00:00 AM,11/30/2022 1:00:00 AM,Other Renewables,757,0.010,True
11/30/2022 6:00:00 AM,11/30/2022 1:00:00 AM,Solar,14,0.000,True
11/30/2022 6:00:00 AM,11/30/2022 1:00:00 AM,Storage,0,0.000,False
11/30/2022 6:00:00 AM,11/30/2022 1:00:00 AM,Wind,9189,0.110,True
11/30/2022 5:00:00 AM,11/30/2022 12:00:00 AM,Coal,13990,0.160,False
11/30/2022 5:00:00 AM,11/30/2022 12:00:00 AM,Gas,27850,0.330,False
11/30/2022 5:00:00 AM,11/30/2022 12:00:00 AM,Hydro,638,0.010,True
11/30/2022 5:00:00 AM,11/30/2022 12:00:00 AM,Multiple Fuels,3,0.000,False
11/30/2022 5:00:00 AM,11/30/2022 12:00:00 AM,Nuclear,32898,0.390,False
11/30/2022 5:00:00 AM,11/30/2022 12:00:00 AM,Oil,89,0.000,False
11/30/2022 5:00:00 AM,11/30/2022 12:00:00 AM,Other,47,0.000,False
11/30/2022 5:00:00 AM,11/30/2022 12:00:00 AM,Other Renewables,755,0.010,True
11/30/2022 5:00:00 AM,11/30/2022 12:00:00 AM,Solar,14,0.000,True
11/30/2022 5:00:00 AM,11/30/2022 12:00:00 AM,Storage,0,0.000,False
11/30/2022 5:00:00 AM,11/30/2022 12:00:00 AM,Wind,9100,0.110,True
11/30/2022 4:00:00 AM,11/29/2022 11:00:00 PM,Coal,14547,0.170,False
11/30/2022 4:00:00 AM,11/29/2022 11:00:00 PM,Gas,29537,0.340,False
11/30/2022 4:00:00 AM,11/29/2022 11:00:00 PM,Hydro,714,0.010,True
11/30/2022 4:00:00 AM,11/29/2022 11:00:00 PM,Multiple Fuels,3,0.000,False
11/30/2022 4:00:00 AM,11/29/2022 11:00:00 PM,Nuclear,32865,0.370,False
11/30/2022 4:00:00 AM,11/29/2022 11:00:00 PM,Oil,86,0.000,False
11/30/2022 4:00:00 AM,11/29/2022 11:00:00 PM,Other,46,0.000,False
11/30/2022 4:00:00 AM,11/29/2022 11:00:00 PM,Other Renewables,742,0.010,True
11/30/2022 4:00:00 AM,11/29/2022 11:00:00 PM,Solar,13,0.000,True
11/30/2022 4:00:00 AM,11/29/2022 11:00:00 PM,Storage,0,0.000,False
11/30/2022 4:00:00 AM,11/29/2022 11:00:00 PM,Wind,9137,0.100,True
11/30/2022 3:00:00 AM,11/29/2022 10:00:00 PM,Coal,15098,0.170,False
11/30/2022 3:00:00 AM,11/29/2022 10:00:00 PM,Gas,32242,0.360,False
11/30/2022 3:00:00 AM,11/29/2022 10:00:00 PM,Hydro,739,0.010,True
11/30/2022 3:00:00 AM,11/29/2022 10:00:00 PM,Multiple Fuels,3,0.000,False
11/30/2022 3:00:00 AM,11/29/2022 10:00:00 PM,Nuclear,32864,0.360,False
11/30/2022 3:00:00 AM,11/29/2022 10:00:00 PM,Oil,84,0.000,False
11/30/2022 3:00:00 AM,11/29/2022 10:00:00 PM,Other,47,0.000,False
11/30/2022 3:00:00 AM,11/29/2022 10:00:00 PM,Other Renewables,762,0.010,True
11/30/2022 3:00:00 AM,11/29/2022 10:00:00 PM,Solar,13,0.000,True
11/30/2022 3:00:00 AM,11/29/2022 10:00:00 PM,Storage,0,0.000,False
11/30/2022 3:00:00 AM,11/29/2022 10:00:00 PM,Wind,8894,0.100,True
11/30/2022 2:00:00 AM,11/29/2022 9:00:00 PM,Coal,15851,0.170,False
11/30/2022 2:00:00 AM,11/29/2022 9:00:00 PM,Gas,35531,0.370,False
11/30/2022 2:00:00 AM,11/29/2022 9:00:00 PM,Hydro,941,0.010,True
11/30/2022 2:00:00 AM,11/29/2022 9:00:00 PM,Multiple Fuels,3,0.000,False
11/30/2022 2:00:00 AM,11/29/2022 9:00:00 PM,Nuclear,32847,0.350,False
11/30/2022 2:00:00 AM,11/29/2022 9:00:00 PM,Oil,82,0.000,False
11/30/2022 2:00:00 AM,11/29/2022 9:00:00 PM,Other,46,0.000,False
11/30/2022 2:00:00 AM,11/29/2022 9:00:00 PM,Other Renewables,717,0.010,True
11/30/2022 2:00:00 AM,11/29/2022 9:00:00 PM,Solar,13,0.000,True
11/30/2022 2:00:00 AM,11/29/2022 9:00:00 PM,Storage,0,0.000,False
11/30/2022 2:00:00 AM,11/29/2022 9:00:00 PM,Wind,8936,0.090,True
11/30/2022 1:00:00 AM,11/29/2022 8:00:00 PM,Coal,16373,0.170,False
11/30/2022 1:00:00 AM,11/29/2022 8:00:00 PM,Gas,36500,0.370,False
11/30/2022 1:00:00 AM,11/29/2022 8:00:00 PM,Hydro,1974,0.020,True
11/30/2022 1:00:00 AM,11/29/2022 8:00:00 PM,Multiple Fuels,3,0.000,False
11/30/2022 1:00:00 AM,11/29/2022 8:00:00 PM,Nuclear,32814,0.340,False
11/30/2022 1:00:00 AM,11/29/2022 8:00:00 PM,Oil,115,0.000,False
11/30/2022 1:00:00 AM,11/29/2022 8:00:00 PM,Other,52,0.000,False
11/30/2022 1:00:00 AM,11/29/2022 8:00:00 PM,Other Renewables,727,0.010,True
11/30/2022 1:00:00 AM,11/29/2022 8:00:00 PM,Solar,15,0.000,True
