datetime_beginning_utc,datetime_beginning_ept,pnode_name,pnode_id,marginal_co2_rate,marginal_so2_rate,marginal_nox_rate
3/31/2023 6:45:00 PM,3/31/2023 2:45:00 PM,DOM,34964545,851.138657,0.004264,0.031880
3/31/2023 6:40:00 PM,3/31/2023 2:40:00 PM,DOM,34964545,2117.721575,1.083154,2.919995
3/31/2023 6:35:00 PM,3/31/2023 2:35:00 PM,DOM,34964545,905.033240,0.004615,0.052975
3/31/2023 6:30:00 PM,3/31/2023 2:30:00 PM,DOM,34964545,852.309067,0.004345,0.051594
3/31/2023 6:25:00 PM,3/31/2023 2:25:00 PM,DOM,34964545,1018.075615,0.005107,0.138090
3/31/2023 6:20:00 PM,3/31/2023 2:20:00 PM,DOM,34964545,825.199394,0.004217,0.041128
3/31/2023 6:15:00 PM,3/31/2023 2:15:00 PM,DOM,34964545,849.161902,0.004337,0.044805
3/31/2023 6:10:00 PM,3/31/2023 2:10:00 PM,DOM,34964545,848.103975,0.004249,0.031766
3/31/2023 6:05:00 PM,3/31/2023 2:05:00 PM,DOM,34964545,943.934680,0.004759,0.109683
3/31/2023 6:00:00 PM,3/31/2023 2:00:00 PM,DOM,34964545,837.634258,0.004249,0.042812
3/31/2023 5:55:00 PM,3/31/2023 1:55:00 PM,DOM,34964545,832.086992,0.004252,0.042003
3/31/2023 5:50:00 PM,3/31/2023 1:50:00 PM,DOM,34964545,904.112696,0.004611,0.052921
3/31/2023 5:45:00 PM,3/31/2023 1:45:00 PM,DOM,34964545,2027.470809,1.102973,0.768022
3/31/2023 5:40:00 PM,3/31/2023 1:40:00 PM,DOM,34964545,2205.634687,0.804649,1.586376
3/31/2023 5:35:00 PM,3/31/2023 1:35:00 PM,DOM,34964545,2202.016049,0.803328,1.583773
3/31/2023 5:30:00 PM,3/31/2023 1:30:00 PM,DOM,34964545,2177.605994,0.747088,0.946878
3/31/2023 5:25:00 PM,3/31/2023 1:25:00 PM,DOM,34964545,915.334481,0.004576,0.104417
3/31/2023 5:20:00 PM,3/31/2023 1:20:00 PM,DOM,34964545,912.456697,0.004630,0.074191
3/31/2023 5:15:00 PM,3/31/2023 1:15:00 PM,DOM,34964545,2300.223751,1.313132,1.979722
3/31/2023 5:10:00 PM,3/31/2023 1:10:00 PM,DOM,34964545,2196.173678,0.801197,1.579571
3/31/2023 5:05:00 PM,3/31/2023 1:05:00 PM,DOM,34964545,1105.653402,0.006102,0.309697
3/31/2023 5:00:00 PM,3/31/2023 1:00:00 PM,DOM,34964545,1990.846777,2.536325,2.305704
3/31/2023 4:55:00 PM,3/31/2023 12:55:00 PM,DOM,34964545,735.570324,-0.200632,-0.021240
3/31/2023 4:50:00 PM,3/31/2023 12:50:00 PM,DOM,34964545,1017.619594,0.007953,0.233513
3/31/2023 4:45:00 PM,3/31/2023 12:45:00 PM,DOM,34964545,922.154300,0.024878,0.078895
3/31/2023 4:40:00 PM,3/31/2023 12:40:00 PM,DOM,34964545,845.675391,0.004236,0.031675
3/31/2023 4:35:00 PM,3/31/2023 12:35:00 PM,DOM,34964545,1983.322570,2.526739,2.296989
3/31/2023 4:30:00 PM,3/31/2023 12:30:00 PM,DOM,34964545,906.438655,0.004561,0.078609
3/31/2023 4:25:00 PM,3/31/2023 12:25:00 PM,DOM,34964545,828.415667,0.004233,0.041818
3/31/2023 4:20:00 PM,3/31/2023 12:20:00 PM,DOM,34964545,839.935459,0.004217,0.039541
3/31/2023 4:15:00 PM,3/31/2023 12:15:00 PM,DOM,34964545,871.436371,0.004381,0.071259
3/31/2023 4:10:00 PM,3/31/2023 12:10:00 PM,DOM,34964545,843.252675,0.004224,0.031585
3/31/2023 4:05:00 PM,3/31/2023 12:05:00 PM,DOM,34964545,922.057323,0.004679,0.074972
3/31/2023 4:00:00 PM,3/31/2023 12:00:00 PM,DOM,34964545,908.969592,0.004569,0.071870
3/31/2023 3:55:00 PM,3/31/2023 11:55:00 AM,DOM,34964545,920.974625,0.004673,0.074884
3/31/2023 3:50:00 PM,3/31/2023 11:50:00 AM,DOM,34964545,831.815814,0.004250,0.041989
3/31/2023 3:45:00 PM,3/31/2023 11:45:00 AM,DOM,34964545,924.218284,0.004690,0.075148
3/31/2023 3:40:00 PM,3/31/2023 11:40:00 AM,DOM,34964545,1537.657007,0.094864,0.983127
3/31/2023 3:35:00 PM,3/31/2023 11:35:00 AM,DOM,34964545,2017.344836,0.933897,0.587666
3/31/2023 3:30:00 PM,3/31/2023 11:30:00 AM,DOM,34964545,1292.564094,0.088003,0.862823
3/31/2023 3:25:00 PM,3/31/2023 11:25:00 AM,DOM,34964545,2066.110954,1.560546,0.632715
3/31/2023 3:20:00 PM,3/31/2023 11:20:00 AM,DOM,34964545,894.331408,0.004497,0.073131
3/31/2023 3:15:00 PM,3/31/2023 11:15:00 AM,DOM,34964545,2127.673563,1.148902,1.021054
3/31/2023 3:10:00 PM,3/31/2023 11:10:00 AM,DOM,34964545,2289.315989,1.575873,1.121055
3/31/2023 3:05:00 PM,3/31/2023 11:05:00 AM,DOM,34964545,2125.432790,1.087098,2.930628
3/31/2023 3:00:00 PM,3/31/2023 11:00:00 AM,DOM,34964545,925.932333,0.004698,0.075287
3/31/2023 2:55:00 PM,3/31/2023 10:55:00 AM,DOM,34964545,1017.293264,0.007951,0.233438
3/31/2023 2:50:00 PM,3/31/2023 10:50:00 AM,DOM,34964545,848.848395,0.004252,0.031794
3/31/2023 2:45:00 PM,3/31/2023 10:45:00 AM,DOM,34964545,857.165680,0.004343,0.075395
3/31/2023 2:40:00 PM,3/31/2023 10:40:00 AM,DOM,34964545,1074.602282,0.006057,0.304307
3/31/2023 2:35:00 PM,3/31/2023 10:35:00 AM,DOM,34964545,1131.001355,0.077003,0.754975
3/31/2023 2:30:00 PM,3/31/2023 10:30:00 AM,DOM,34964545,860.541216,0.004372,0.034774
3/31/2023 2:25:00 PM,3/31/2023 10:25:00 AM,DOM,34964545,942.332388,0.004757,0.055360
3/31/2023 2:20:00 PM,3/31/2023 10:20:00 AM,DOM,34964545,1106.558752,0.006107,0.309951
3/31/2023 2:15:00 PM,3/31/2023 10:15:00 AM,DOM,34964545,870.710818,0.004356,0.052588
3/31/2023 2:10:00 PM,3/31/2023 10:10:00 AM,DOM,34964545,841.026218,0.004297,0.042454
3/31/2023 2:05:00 PM,3/31/2023 10:05:00 AM,DOM,34964545,1558.326337,0.096139,0.996342
3/31/2023 2:00:00 PM,3/31/2023 10:00:00 AM,DOM,34964545,1124.900831,0.005699,0.075015
3/31/2023 1:55:00 PM,3/31/2023 9:55:00 AM,DOM,34964545,1084.570862,0.006113,0.307129
3/31/2023 1:50:00 PM,3/31/2023 9:50:00 AM,DOM,34964545,863.493407,0.004324,0.080255
3/31/2023 1:45:00 PM,3/31/2023 9:45:00 AM,DOM,34964545,737.730460,0.003685,0.053279
3/31/2023 1:40:00 PM,3/31/2023 9:40:00 AM,DOM,34964545,1509.404658,0.007635,0.111920
3/31/2023 1:35:00 PM,3/31/2023 9:35:00 AM,DOM,34964545,797.882082,0.004017,0.043488
3/31/2023 1:30:00 PM,3/31/2023 9:30:00 AM,DOM,34964545,2197.064733,1.181529,0.841355
3/31/2023 1:25:00 PM,3/31/2023 9:25:00 AM,DOM,34964545,1884.106609,0.010137,4.192248
3/31/2023 1:20:00 PM,3/31/2023 9:20:00 AM,DOM,34964545,1515.157310,0.007664,0.112346
3/31/2023 1:15:00 PM,3/31/2023 9:15:00 AM,DOM,34964545,1437.069277,0.007347,1.142167
3/31/2023 1:10:00 PM,3/31/2023 9:10:00 AM,DOM,34964545,2567.568454,0.014273,6.382161
3/31/2023 1:05:00 PM,3/31/2023 9:05:00 AM,DOM,34964545,1355.644692,0.006880,0.078800
3/31/2023 1:00:00 PM,3/31/2023 9:00:00 AM,DOM,34964545,801.861478,0.004036,0.043741
3/31/2023 12:55:00 PM,3/31/2023 8:55:00 AM,DOM,34964545,819.227772,0.004126,0.083261
3/31/2023 12:50:00 PM,3/31/2023 8:50:00 AM,DOM,34964545,866.676937,0.004335,0.052453
3/31/2023 12:45:00 PM,3/31/2023 8:45:00 AM,DOM,34964545,849.789584,0.004257,0.031765
3/31/2023 12:40:00 PM,3/31/2023 8:40:00 AM,DOM,34964545,868.815806,0.004351,0.080750
3/31/2023 12:35:00 PM,3/31/2023 8:35:00 AM,DOM,34964545,851.971212,0.004335,0.053819
3/31/2023 12:30:00 PM,3/31/2023 8:30:00 AM,DOM,34964545,1872.766082,0.010073,4.142641
3/31/2023 12:25:00 PM,3/31/2023 8:25:00 AM,DOM,34964545,2186.044973,1.168501,0.832703
3/31/2023 12:20:00 PM,3/31/2023 8:20:00 AM,DOM,34964545,2373.453850,1.646745,1.247234
3/31/2023 12:15:00 PM,3/31/2023 8:15:00 AM,DOM,34964545,2343.514023,1.311497,2.107520
3/31/2023 12:10:00 PM,3/31/2023 8:10:00 AM,DOM,34964545,1314.179928,0.088783,0.870569
3/31/2023 12:05:00 PM,3/31/2023 8:05:00 AM,DOM,34964545,1315.706229,0.088878,0.871501
3/31/2023 12:00:00 PM,3/31/2023 8:00:00 AM,DOM,34964545,1447.373077,0.008098,1.067790
3/31/2023 11:55:00 AM,3/31/2023 7:55:00 AM,DOM,34964545,1317.073692,0.006686,0.077029
3/31/2023 11:50:00 AM,3/31/2023 7:50:00 AM,DOM,34964545,2205.760019,0.938229,0.873545
3/31/2023 11:45:00 AM,3/31/2023 7:45:00 AM,DOM,34964545,2370.504835,1.346040,2.030111
3/31/2023 11:40:00 AM,3/31/2023 7:40:00 AM,DOM,34964545,2454.176546,1.739520,1.319189
3/31/2023 11:35:00 AM,3/31/2023 7:35:00 AM,DOM,34964545,1612.594879,0.008187,0.123797
3/31/2023 11:30:00 AM,3/31/2023 7:30:00 AM,DOM,34964545,1097.884780,0.005570,0.477099
3/31/2023 11:25:00 AM,3/31/2023 7:25:00 AM,DOM,34964545,963.620763,0.004865,0.056611
3/31/2023 11:20:00 AM,3/31/2023 7:20:00 AM,DOM,34964545,1491.041235,0.007588,0.087976
3/31/2023 11:15:00 AM,3/31/2023 7:15:00 AM,DOM,34964545,2318.100492,0.881599,0.905212
3/31/2023 11:10:00 AM,3/31/2023 7:10:00 AM,DOM,34964545,2288.218842,0.435898,1.268039
3/31/2023 11:05:00 AM,3/31/2023 7:05:00 AM,DOM,34964545,2213.664860,1.244601,1.100222
3/31/2023 11:00:00 AM,3/31/2023 7:00:00 AM,DOM,34964545,895.461843,0.004502,0.073309
3/31/2023 10:55:00 AM,3/31/2023 6:55:00 AM,DOM,34964545,1665.017054,0.008452,0.128294
3/31/2023 10:50:00 AM,3/31/2023 6:50:00 AM,DOM,34964545,2436.357755,1.427615,1.193770
3/31/2023 10:45:00 AM,3/31/2023 6:45:00 AM,DOM,34964545,863.208666,0.004371,0.062016
3/31/2023 10:40:00 AM,3/31/2023 6:40:00 AM,DOM,34964545,894.920260,0.004500,0.073179
3/31/2023 10:35:00 AM,3/31/2023 6:35:00 AM,DOM,34964545,1513.015922,0.007699,0.088592
3/31/2023 10:30:00 AM,3/31/2023 6:30:00 AM,DOM,34964545,2427.301849,1.377200,2.211667
3/31/2023 10:25:00 AM,3/31/2023 6:25:00 AM,DOM,34964545,2236.327824,1.202643,0.856390
3/31/2023 10:20:00 AM,3/31/2023 6:20:00 AM,DOM,34964545,2361.262718,1.664383,1.180788
3/31/2023 10:15:00 AM,3/31/2023 6:15:00 AM,DOM,34964545,864.374616,0.004392,0.034929
3/31/2023 10:10:00 AM,3/31/2023 6:10:00 AM,DOM,34964545,793.652590,0.003996,0.043258
3/31/2023 10:05:00 AM,3/31/2023 6:05:00 AM,DOM,34964545,863.047749,0.004410,0.043566
3/31/2023 10:00:00 AM,3/31/2023 6:00:00 AM,DOM,34964545,799.740230,0.004026,0.043589
3/31/2023 9:55:00 AM,3/31/2023 5:55:00 AM,DOM,34964545,858.438831,0.004313,0.044884
3/31/2023 9:50:00 AM,3/31/2023 5:50:00 AM,DOM,34964545,801.655417,0.001887,0.037756
3/31/2023 9:45:00 AM,3/31/2023 5:45:00 AM,DOM,34964545,870.083085,0.004357,0.080868
3/31/2023 9:40:00 AM,3/31/2023 5:40:00 AM,DOM,34964545,861.107787,0.004400,0.043468
3/31/2023 9:35:00 AM,3/31/2023 5:35:00 AM,DOM,34964545,1098.766544,0.006064,0.307768
3/31/2023 9:30:00 AM,3/31/2023 5:30:00 AM,DOM,34964545,857.658213,0.004309,0.044843
3/31/2023 9:25:00 AM,3/31/2023 5:25:00 AM,DOM,34964545,861.376558,0.004401,0.043482
3/31/2023 9:20:00 AM,3/31/2023 5:20:00 AM,DOM,34964545,860.484400,0.004397,0.043437
3/31/2023 9:15:00 AM,3/31/2023 5:15:00 AM,DOM,34964545,877.743260,0.004396,0.056955
3/31/2023 9:10:00 AM,3/31/2023 5:10:00 AM,DOM,34964545,871.390765,0.004359,0.052629
3/31/2023 9:05:00 AM,3/31/2023 5:05:00 AM,DOM,34964545,930.483985,0.004658,0.044258
3/31/2023 9:00:00 AM,3/31/2023 5:00:00 AM,DOM,34964545,877.082168,0.004388,0.052973
3/31/2023 8:55:00 AM,3/31/2023 4:55:00 AM,DOM,34964545,822.671412,0.004131,0.037715
3/31/2023 8:50:00 AM,3/31/2023 4:50:00 AM,DOM,34964545,863.996870,0.004415,0.043614
3/31/2023 8:45:00 AM,3/31/2023 4:45:00 AM,DOM,34964545,862.247856,0.004406,0.043526
3/31/2023 8:40:00 AM,3/31/2023 4:40:00 AM,DOM,34964545,2249.757278,3.843009,1.183301
3/31/2023 8:35:00 AM,3/31/2023 4:35:00 AM,DOM,34964545,807.084413,0.004067,0.044684
3/31/2023 8:30:00 AM,3/31/2023 4:30:00 AM,DOM,34964545,2197.237637,3.886840,1.191558
3/31/2023 8:25:00 AM,3/31/2023 4:25:00 AM,DOM,34964545,864.089457,0.004415,0.042967
3/31/2023 8:20:00 AM,3/31/2023 4:20:00 AM,DOM,34964545,2173.205049,3.811668,1.169750
3/31/2023 8:15:00 AM,3/31/2023 4:15:00 AM,DOM,34964545,861.450200,0.004402,0.042868
3/31/2023 8:10:00 AM,3/31/2023 4:10:00 AM,DOM,34964545,1074.022832,0.006052,0.303590
3/31/2023 8:05:00 AM,3/31/2023 4:05:00 AM,DOM,34964545,984.099659,0.004944,0.105350
3/31/2023 8:00:00 AM,3/31/2023 4:00:00 AM,DOM,34964545,863.096565,0.004310,0.045110
3/31/2023 7:55:00 AM,3/31/2023 3:55:00 AM,DOM,34964545,862.080464,0.004405,0.042844
3/31/2023 7:50:00 AM,3/31/2023 3:50:00 AM,DOM,34964545,1035.010989,0.005205,0.108266
3/31/2023 7:45:00 AM,3/31/2023 3:45:00 AM,DOM,34964545,860.595814,0.004398,0.042786
3/31/2023 7:40:00 AM,3/31/2023 3:40:00 AM,DOM,34964545,856.723996,0.004305,0.044818
3/31/2023 7:35:00 AM,3/31/2023 3:35:00 AM,DOM,34964545,1109.459467,0.006139,0.317986
3/31/2023 7:30:00 AM,3/31/2023 3:30:00 AM,DOM,34964545,798.677225,0.004024,0.044095
3/31/2023 7:25:00 AM,3/31/2023 3:25:00 AM,DOM,34964545,800.015809,0.004031,0.044288
3/31/2023 7:20:00 AM,3/31/2023 3:20:00 AM,DOM,34964545,888.288593,0.004438,0.027117
3/31/2023 7:15:00 AM,3/31/2023 3:15:00 AM,DOM,34964545,800.850835,0.004035,0.044352
3/31/2023 7:10:00 AM,3/31/2023 3:10:00 AM,DOM,34964545,848.341030,0.004330,0.043126
