datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
11/1/2022 4:00:00 AM,11/1/2022 12:00:00 AM,SERC,SOUTH,DOM,DOM,9967.084,True
11/1/2022 5:00:00 AM,11/1/2022 1:00:00 AM,SERC,SOUTH,DOM,DOM,9719.573,True
11/1/2022 6:00:00 AM,11/1/2022 2:00:00 AM,SERC,SOUTH,DOM,DOM,9612.449,True
11/1/2022 7:00:00 AM,11/1/2022 3:00:00 AM,SERC,SOUTH,DOM,DOM,9613.051,True
11/1/2022 8:00:00 AM,11/1/2022 4:00:00 AM,SERC,SOUTH,DOM,DOM,9794.600,True
11/1/2022 9:00:00 AM,11/1/2022 5:00:00 AM,SERC,SOUTH,DOM,DOM,10359.117,True
11/1/2022 10:00:00 AM,11/1/2022 6:00:00 AM,SERC,SOUTH,DOM,DOM,11233.232,True
11/1/2022 11:00:00 AM,11/1/2022 7:00:00 AM,SERC,SOUTH,DOM,DOM,11782.854,True
11/1/2022 12:00:00 PM,11/1/2022 8:00:00 AM,SERC,SOUTH,DOM,DOM,11875.715,True
11/1/2022 1:00:00 PM,11/1/2022 9:00:00 AM,SERC,SOUTH,DOM,DOM,11885.710,True
11/1/2022 2:00:00 PM,11/1/2022 10:00:00 AM,SERC,SOUTH,DOM,DOM,11832.337,True
11/1/2022 3:00:00 PM,11/1/2022 11:00:00 AM,SERC,SOUTH,DOM,DOM,11897.053,True
11/1/2022 4:00:00 PM,11/1/2022 12:00:00 PM,SERC,SOUTH,DOM,DOM,11968.515,True
11/1/2022 5:00:00 PM,11/1/2022 1:00:00 PM,SERC,SOUTH,DOM,DOM,12011.630,True
11/1/2022 6:00:00 PM,11/1/2022 2:00:00 PM,SERC,SOUTH,DOM,DOM,11997.011,True
11/1/2022 7:00:00 PM,11/1/2022 3:00:00 PM,SERC,SOUTH,DOM,DOM,12071.132,True
11/1/2022 8:00:00 PM,11/1/2022 4:00:00 PM,SERC,SOUTH,DOM,DOM,12275.722,True
11/1/2022 9:00:00 PM,11/1/2022 5:00:00 PM,SERC,SOUTH,DOM,DOM,12591.441,True
11/1/2022 10:00:00 PM,11/1/2022 6:00:00 PM,SERC,SOUTH,DOM,DOM,12843.594,True
11/1/2022 11:00:00 PM,11/1/2022 7:00:00 PM,SERC,SOUTH,DOM,DOM,12779.020,True
11/2/2022 12:00:00 AM,11/1/2022 8:00:00 PM,SERC,SOUTH,DOM,DOM,12361.911,True
11/2/2022 1:00:00 AM,11/1/2022 9:00:00 PM,SERC,SOUTH,DOM,DOM,11828.265,True
11/2/2022 2:00:00 AM,11/1/2022 10:00:00 PM,SERC,SOUTH,DOM,DOM,11151.840,True
11/2/2022 3:00:00 AM,11/1/2022 11:00:00 PM,SERC,SOUTH,DOM,DOM,10503.788,True
11/2/2022 4:00:00 AM,11/2/2022 12:00:00 AM,SERC,SOUTH,DOM,DOM,10027.729,True
11/2/2022 5:00:00 AM,11/2/2022 1:00:00 AM,SERC,SOUTH,DOM,DOM,9711.536,True
11/2/2022 6:00:00 AM,11/2/2022 2:00:00 AM,SERC,SOUTH,DOM,DOM,9584.916,True
11/2/2022 7:00:00 AM,11/2/2022 3:00:00 AM,SERC,SOUTH,DOM,DOM,9614.247,True
11/2/2022 8:00:00 AM,11/2/2022 4:00:00 AM,SERC,SOUTH,DOM,DOM,9844.018,True
11/2/2022 9:00:00 AM,11/2/2022 5:00:00 AM,SERC,SOUTH,DOM,DOM,10395.433,True
11/2/2022 10:00:00 AM,11/2/2022 6:00:00 AM,SERC,SOUTH,DOM,DOM,11349.188,True
11/2/2022 11:00:00 AM,11/2/2022 7:00:00 AM,SERC,SOUTH,DOM,DOM,11910.802,True
11/2/2022 12:00:00 PM,11/2/2022 8:00:00 AM,SERC,SOUTH,DOM,DOM,11993.848,True
11/2/2022 1:00:00 PM,11/2/2022 9:00:00 AM,SERC,SOUTH,DOM,DOM,11829.074,True
11/2/2022 2:00:00 PM,11/2/2022 10:00:00 AM,SERC,SOUTH,DOM,DOM,11832.805,True
11/2/2022 3:00:00 PM,11/2/2022 11:00:00 AM,SERC,SOUTH,DOM,DOM,11807.164,True
11/2/2022 4:00:00 PM,11/2/2022 12:00:00 PM,SERC,SOUTH,DOM,DOM,11784.322,True
11/2/2022 5:00:00 PM,11/2/2022 1:00:00 PM,SERC,SOUTH,DOM,DOM,11724.589,True
11/2/2022 6:00:00 PM,11/2/2022 2:00:00 PM,SERC,SOUTH,DOM,DOM,11800.787,True
11/2/2022 7:00:00 PM,11/2/2022 3:00:00 PM,SERC,SOUTH,DOM,DOM,11693.572,True
11/2/2022 8:00:00 PM,11/2/2022 4:00:00 PM,SERC,SOUTH,DOM,DOM,11843.956,True
11/2/2022 9:00:00 PM,11/2/2022 5:00:00 PM,SERC,SOUTH,DOM,DOM,12069.703,True
11/2/2022 10:00:00 PM,11/2/2022 6:00:00 PM,SERC,SOUTH,DOM,DOM,12472.720,True
11/2/2022 11:00:00 PM,11/2/2022 7:00:00 PM,SERC,SOUTH,DOM,DOM,12437.274,True
11/3/2022 12:00:00 AM,11/2/2022 8:00:00 PM,SERC,SOUTH,DOM,DOM,12118.486,True
11/3/2022 1:00:00 AM,11/2/2022 9:00:00 PM,SERC,SOUTH,DOM,DOM,11646.506,True
11/3/2022 2:00:00 AM,11/2/2022 10:00:00 PM,SERC,SOUTH,DOM,DOM,11026.908,True
11/3/2022 3:00:00 AM,11/2/2022 11:00:00 PM,SERC,SOUTH,DOM,DOM,10381.658,True
11/3/2022 4:00:00 AM,11/3/2022 12:00:00 AM,SERC,SOUTH,DOM,DOM,9962.522,True
11/3/2022 5:00:00 AM,11/3/2022 1:00:00 AM,SERC,SOUTH,DOM,DOM,9759.370,True
11/3/2022 6:00:00 AM,11/3/2022 2:00:00 AM,SERC,SOUTH,DOM,DOM,9676.997,True
11/3/2022 7:00:00 AM,11/3/2022 3:00:00 AM,SERC,SOUTH,DOM,DOM,9688.044,True
