datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
3/2/2023 10:00:00 PM,3/2/2023 5:00:00 PM,SERC,SOUTH,DOM,DOM,12405.448,False
3/2/2023 11:00:00 PM,3/2/2023 6:00:00 PM,SERC,SOUTH,DOM,DOM,12805.951,False
3/3/2023 12:00:00 AM,3/2/2023 7:00:00 PM,SERC,SOUTH,DOM,DOM,12766.139,False
3/3/2023 1:00:00 AM,3/2/2023 8:00:00 PM,SERC,SOUTH,DOM,DOM,12389.768,False
3/3/2023 2:00:00 AM,3/2/2023 9:00:00 PM,SERC,SOUTH,DOM,DOM,12099.982,False
3/3/2023 3:00:00 AM,3/2/2023 10:00:00 PM,SERC,SOUTH,DOM,DOM,11491.313,False
3/3/2023 4:00:00 AM,3/2/2023 11:00:00 PM,SERC,SOUTH,DOM,DOM,10935.827,False
3/3/2023 5:00:00 AM,3/3/2023 12:00:00 AM,SERC,SOUTH,DOM,DOM,10584.099,False
3/3/2023 6:00:00 AM,3/3/2023 1:00:00 AM,SERC,SOUTH,DOM,DOM,10547.045,False
3/3/2023 7:00:00 AM,3/3/2023 2:00:00 AM,SERC,SOUTH,DOM,DOM,10538.545,False
3/3/2023 8:00:00 AM,3/3/2023 3:00:00 AM,SERC,SOUTH,DOM,DOM,10681.405,False
3/3/2023 9:00:00 AM,3/3/2023 4:00:00 AM,SERC,SOUTH,DOM,DOM,11014.572,False
3/3/2023 10:00:00 AM,3/3/2023 5:00:00 AM,SERC,SOUTH,DOM,DOM,11698.833,False
3/3/2023 11:00:00 AM,3/3/2023 6:00:00 AM,SERC,SOUTH,DOM,DOM,12651.275,False
3/3/2023 12:00:00 PM,3/3/2023 7:00:00 AM,SERC,SOUTH,DOM,DOM,13129.267,False
3/3/2023 1:00:00 PM,3/3/2023 8:00:00 AM,SERC,SOUTH,DOM,DOM,13303.201,False
3/3/2023 2:00:00 PM,3/3/2023 9:00:00 AM,SERC,SOUTH,DOM,DOM,13421.677,False
3/3/2023 3:00:00 PM,3/3/2023 10:00:00 AM,SERC,SOUTH,DOM,DOM,13580.128,False
3/3/2023 4:00:00 PM,3/3/2023 11:00:00 AM,SERC,SOUTH,DOM,DOM,13708.943,False
3/3/2023 5:00:00 PM,3/3/2023 12:00:00 PM,SERC,SOUTH,DOM,DOM,13827.104,False
3/3/2023 6:00:00 PM,3/3/2023 1:00:00 PM,SERC,SOUTH,DOM,DOM,13870.470,False
3/3/2023 7:00:00 PM,3/3/2023 2:00:00 PM,SERC,SOUTH,DOM,DOM,13759.178,False
3/3/2023 8:00:00 PM,3/3/2023 3:00:00 PM,SERC,SOUTH,DOM,DOM,13798.262,False
3/3/2023 9:00:00 PM,3/3/2023 4:00:00 PM,SERC,SOUTH,DOM,DOM,14007.372,False
3/3/2023 10:00:00 PM,3/3/2023 5:00:00 PM,SERC,SOUTH,DOM,DOM,14190.700,False
3/3/2023 11:00:00 PM,3/3/2023 6:00:00 PM,SERC,SOUTH,DOM,DOM,14204.390,False
3/4/2023 12:00:00 AM,3/3/2023 7:00:00 PM,SERC,SOUTH,DOM,DOM,13826.831,False
3/4/2023 1:00:00 AM,3/3/2023 8:00:00 PM,SERC,SOUTH,DOM,DOM,13467.509,False
3/4/2023 2:00:00 AM,3/3/2023 9:00:00 PM,SERC,SOUTH,DOM,DOM,12939.964,False
3/4/2023 3:00:00 AM,3/3/2023 10:00:00 PM,SERC,SOUTH,DOM,DOM,12269.928,False
3/4/2023 4:00:00 AM,3/3/2023 11:00:00 PM,SERC,SOUTH,DOM,DOM,11680.070,False
3/4/2023 5:00:00 AM,3/4/2023 12:00:00 AM,SERC,SOUTH,DOM,DOM,11259.096,False
3/4/2023 6:00:00 AM,3/4/2023 1:00:00 AM,SERC,SOUTH,DOM,DOM,10954.870,False
3/4/2023 7:00:00 AM,3/4/2023 2:00:00 AM,SERC,SOUTH,DOM,DOM,10801.687,False
3/4/2023 8:00:00 AM,3/4/2023 3:00:00 AM,SERC,SOUTH,DOM,DOM,10797.474,False
3/4/2023 9:00:00 AM,3/4/2023 4:00:00 AM,SERC,SOUTH,DOM,DOM,10909.832,False
3/4/2023 10:00:00 AM,3/4/2023 5:00:00 AM,SERC,SOUTH,DOM,DOM,11128.545,False
3/4/2023 11:00:00 AM,3/4/2023 6:00:00 AM,SERC,SOUTH,DOM,DOM,11508.381,False
3/4/2023 12:00:00 PM,3/4/2023 7:00:00 AM,SERC,SOUTH,DOM,DOM,11697.162,False
3/4/2023 1:00:00 PM,3/4/2023 8:00:00 AM,SERC,SOUTH,DOM,DOM,11591.440,False
3/4/2023 2:00:00 PM,3/4/2023 9:00:00 AM,SERC,SOUTH,DOM,DOM,11408.135,False
3/4/2023 3:00:00 PM,3/4/2023 10:00:00 AM,SERC,SOUTH,DOM,DOM,11319.000,False
3/4/2023 4:00:00 PM,3/4/2023 11:00:00 AM,SERC,SOUTH,DOM,DOM,11158.256,False
3/4/2023 5:00:00 PM,3/4/2023 12:00:00 PM,SERC,SOUTH,DOM,DOM,10929.339,False
3/4/2023 6:00:00 PM,3/4/2023 1:00:00 PM,SERC,SOUTH,DOM,DOM,10712.277,False
3/4/2023 7:00:00 PM,3/4/2023 2:00:00 PM,SERC,SOUTH,DOM,DOM,10576.137,False
3/4/2023 8:00:00 PM,3/4/2023 3:00:00 PM,SERC,SOUTH,DOM,DOM,10600.044,False
3/4/2023 9:00:00 PM,3/4/2023 4:00:00 PM,SERC,SOUTH,DOM,DOM,10921.709,False
3/4/2023 10:00:00 PM,3/4/2023 5:00:00 PM,SERC,SOUTH,DOM,DOM,11516.527,False
3/4/2023 11:00:00 PM,3/4/2023 6:00:00 PM,SERC,SOUTH,DOM,DOM,12126.087,False
3/5/2023 12:00:00 AM,3/4/2023 7:00:00 PM,SERC,SOUTH,DOM,DOM,12263.237,False
3/5/2023 1:00:00 AM,3/4/2023 8:00:00 PM,SERC,SOUTH,DOM,DOM,12103.086,False
3/5/2023 2:00:00 AM,3/4/2023 9:00:00 PM,SERC,SOUTH,DOM,DOM,11947.107,False
3/5/2023 3:00:00 AM,3/4/2023 10:00:00 PM,SERC,SOUTH,DOM,DOM,11759.134,False
3/5/2023 4:00:00 AM,3/4/2023 11:00:00 PM,SERC,SOUTH,DOM,DOM,11546.606,False
3/5/2023 5:00:00 AM,3/5/2023 12:00:00 AM,SERC,SOUTH,DOM,DOM,11400.392,False
3/5/2023 6:00:00 AM,3/5/2023 1:00:00 AM,SERC,SOUTH,DOM,DOM,11430.585,False
3/5/2023 7:00:00 AM,3/5/2023 2:00:00 AM,SERC,SOUTH,DOM,DOM,11500.942,False
3/5/2023 8:00:00 AM,3/5/2023 3:00:00 AM,SERC,SOUTH,DOM,DOM,11682.021,False
3/5/2023 9:00:00 AM,3/5/2023 4:00:00 AM,SERC,SOUTH,DOM,DOM,12018.691,False
3/5/2023 10:00:00 AM,3/5/2023 5:00:00 AM,SERC,SOUTH,DOM,DOM,12382.157,False
3/5/2023 11:00:00 AM,3/5/2023 6:00:00 AM,SERC,SOUTH,DOM,DOM,13047.217,False
3/5/2023 12:00:00 PM,3/5/2023 7:00:00 AM,SERC,SOUTH,DOM,DOM,13149.017,False
3/5/2023 1:00:00 PM,3/5/2023 8:00:00 AM,SERC,SOUTH,DOM,DOM,12478.287,False
3/5/2023 2:00:00 PM,3/5/2023 9:00:00 AM,SERC,SOUTH,DOM,DOM,11772.252,False
3/5/2023 3:00:00 PM,3/5/2023 10:00:00 AM,SERC,SOUTH,DOM,DOM,11285.841,False
3/5/2023 4:00:00 PM,3/5/2023 11:00:00 AM,SERC,SOUTH,DOM,DOM,10926.368,False
3/5/2023 5:00:00 PM,3/5/2023 12:00:00 PM,SERC,SOUTH,DOM,DOM,10831.295,False
3/5/2023 6:00:00 PM,3/5/2023 1:00:00 PM,SERC,SOUTH,DOM,DOM,10569.762,False
3/5/2023 7:00:00 PM,3/5/2023 2:00:00 PM,SERC,SOUTH,DOM,DOM,10472.972,False
3/5/2023 8:00:00 PM,3/5/2023 3:00:00 PM,SERC,SOUTH,DOM,DOM,10599.002,False
3/5/2023 9:00:00 PM,3/5/2023 4:00:00 PM,SERC,SOUTH,DOM,DOM,10941.498,False
3/5/2023 10:00:00 PM,3/5/2023 5:00:00 PM,SERC,SOUTH,DOM,DOM,11567.956,False
3/5/2023 11:00:00 PM,3/5/2023 6:00:00 PM,SERC,SOUTH,DOM,DOM,12308.723,False
3/6/2023 12:00:00 AM,3/5/2023 7:00:00 PM,SERC,SOUTH,DOM,DOM,12497.398,False
3/6/2023 1:00:00 AM,3/5/2023 8:00:00 PM,SERC,SOUTH,DOM,DOM,12397.032,False
3/6/2023 2:00:00 AM,3/5/2023 9:00:00 PM,SERC,SOUTH,DOM,DOM,12059.095,False
3/6/2023 3:00:00 AM,3/5/2023 10:00:00 PM,SERC,SOUTH,DOM,DOM,11630.143,False
3/6/2023 4:00:00 AM,3/5/2023 11:00:00 PM,SERC,SOUTH,DOM,DOM,11228.564,False
3/6/2023 5:00:00 AM,3/6/2023 12:00:00 AM,SERC,SOUTH,DOM,DOM,11028.502,False
3/6/2023 6:00:00 AM,3/6/2023 1:00:00 AM,SERC,SOUTH,DOM,DOM,10988.762,False
3/6/2023 7:00:00 AM,3/6/2023 2:00:00 AM,SERC,SOUTH,DOM,DOM,11091.781,False
3/6/2023 8:00:00 AM,3/6/2023 3:00:00 AM,SERC,SOUTH,DOM,DOM,11365.036,False
3/6/2023 9:00:00 AM,3/6/2023 4:00:00 AM,SERC,SOUTH,DOM,DOM,11850.340,False
3/6/2023 10:00:00 AM,3/6/2023 5:00:00 AM,SERC,SOUTH,DOM,DOM,12757.526,False
3/6/2023 11:00:00 AM,3/6/2023 6:00:00 AM,SERC,SOUTH,DOM,DOM,13958.495,False
3/6/2023 12:00:00 PM,3/6/2023 7:00:00 AM,SERC,SOUTH,DOM,DOM,14045.430,False
3/6/2023 1:00:00 PM,3/6/2023 8:00:00 AM,SERC,SOUTH,DOM,DOM,13164.088,False
3/6/2023 2:00:00 PM,3/6/2023 9:00:00 AM,SERC,SOUTH,DOM,DOM,12359.822,False
3/6/2023 3:00:00 PM,3/6/2023 10:00:00 AM,SERC,SOUTH,DOM,DOM,11878.154,False
3/6/2023 4:00:00 PM,3/6/2023 11:00:00 AM,SERC,SOUTH,DOM,DOM,11570.570,False
3/6/2023 5:00:00 PM,3/6/2023 12:00:00 PM,SERC,SOUTH,DOM,DOM,11304.334,False
3/6/2023 6:00:00 PM,3/6/2023 1:00:00 PM,SERC,SOUTH,DOM,DOM,11177.399,False
3/6/2023 7:00:00 PM,3/6/2023 2:00:00 PM,SERC,SOUTH,DOM,DOM,11111.952,False
3/6/2023 8:00:00 PM,3/6/2023 3:00:00 PM,SERC,SOUTH,DOM,DOM,11193.973,False
3/6/2023 9:00:00 PM,3/6/2023 4:00:00 PM,SERC,SOUTH,DOM,DOM,11617.103,False
3/6/2023 10:00:00 PM,3/6/2023 5:00:00 PM,SERC,SOUTH,DOM,DOM,12153.756,False
3/6/2023 11:00:00 PM,3/6/2023 6:00:00 PM,SERC,SOUTH,DOM,DOM,12848.806,False
3/7/2023 12:00:00 AM,3/6/2023 7:00:00 PM,SERC,SOUTH,DOM,DOM,12981.380,False
3/7/2023 1:00:00 AM,3/6/2023 8:00:00 PM,SERC,SOUTH,DOM,DOM,12755.793,False
3/7/2023 2:00:00 AM,3/6/2023 9:00:00 PM,SERC,SOUTH,DOM,DOM,12333.756,False
3/7/2023 3:00:00 AM,3/6/2023 10:00:00 PM,SERC,SOUTH,DOM,DOM,11815.466,False
3/7/2023 4:00:00 AM,3/6/2023 11:00:00 PM,SERC,SOUTH,DOM,DOM,11276.503,False
3/7/2023 5:00:00 AM,3/7/2023 12:00:00 AM,SERC,SOUTH,DOM,DOM,10991.799,False
3/7/2023 6:00:00 AM,3/7/2023 1:00:00 AM,SERC,SOUTH,DOM,DOM,10862.268,False
3/7/2023 7:00:00 AM,3/7/2023 2:00:00 AM,SERC,SOUTH,DOM,DOM,10765.301,False
3/7/2023 8:00:00 AM,3/7/2023 3:00:00 AM,SERC,SOUTH,DOM,DOM,10788.638,False
3/7/2023 9:00:00 AM,3/7/2023 4:00:00 AM,SERC,SOUTH,DOM,DOM,11077.020,False
3/7/2023 10:00:00 AM,3/7/2023 5:00:00 AM,SERC,SOUTH,DOM,DOM,11771.321,False
3/7/2023 11:00:00 AM,3/7/2023 6:00:00 AM,SERC,SOUTH,DOM,DOM,12700.871,False
3/7/2023 12:00:00 PM,3/7/2023 7:00:00 AM,SERC,SOUTH,DOM,DOM,12930.527,False
3/7/2023 1:00:00 PM,3/7/2023 8:00:00 AM,SERC,SOUTH,DOM,DOM,12671.349,False
3/7/2023 2:00:00 PM,3/7/2023 9:00:00 AM,SERC,SOUTH,DOM,DOM,12298.033,False
3/7/2023 3:00:00 PM,3/7/2023 10:00:00 AM,SERC,SOUTH,DOM,DOM,12040.808,False
3/7/2023 4:00:00 PM,3/7/2023 11:00:00 AM,SERC,SOUTH,DOM,DOM,11841.031,False
3/7/2023 5:00:00 PM,3/7/2023 12:00:00 PM,SERC,SOUTH,DOM,DOM,11644.766,False
3/7/2023 6:00:00 PM,3/7/2023 1:00:00 PM,SERC,SOUTH,DOM,DOM,11456.082,False
3/7/2023 7:00:00 PM,3/7/2023 2:00:00 PM,SERC,SOUTH,DOM,DOM,11314.302,False
3/7/2023 8:00:00 PM,3/7/2023 3:00:00 PM,SERC,SOUTH,DOM,DOM,11409.084,False
3/7/2023 9:00:00 PM,3/7/2023 4:00:00 PM,SERC,SOUTH,DOM,DOM,11759.977,False
3/7/2023 10:00:00 PM,3/7/2023 5:00:00 PM,SERC,SOUTH,DOM,DOM,12552.971,False
3/7/2023 11:00:00 PM,3/7/2023 6:00:00 PM,SERC,SOUTH,DOM,DOM,13420.992,False
3/8/2023 12:00:00 AM,3/7/2023 7:00:00 PM,SERC,SOUTH,DOM,DOM,13628.840,False
3/8/2023 1:00:00 AM,3/7/2023 8:00:00 PM,SERC,SOUTH,DOM,DOM,13562.772,False
3/8/2023 2:00:00 AM,3/7/2023 9:00:00 PM,SERC,SOUTH,DOM,DOM,13262.928,False
3/8/2023 3:00:00 AM,3/7/2023 10:00:00 PM,SERC,SOUTH,DOM,DOM,12789.889,False
3/8/2023 4:00:00 AM,3/7/2023 11:00:00 PM,SERC,SOUTH,DOM,DOM,12411.450,False
3/8/2023 5:00:00 AM,3/8/2023 12:00:00 AM,SERC,SOUTH,DOM,DOM,12183.467,False
3/8/2023 6:00:00 AM,3/8/2023 1:00:00 AM,SERC,SOUTH,DOM,DOM,12176.981,False
3/8/2023 7:00:00 AM,3/8/2023 2:00:00 AM,SERC,SOUTH,DOM,DOM,12379.609,False
3/8/2023 8:00:00 AM,3/8/2023 3:00:00 AM,SERC,SOUTH,DOM,DOM,12681.838,False
3/8/2023 9:00:00 AM,3/8/2023 4:00:00 AM,SERC,SOUTH,DOM,DOM,13207.660,False
3/8/2023 10:00:00 AM,3/8/2023 5:00:00 AM,SERC,SOUTH,DOM,DOM,14117.493,False
3/8/2023 11:00:00 AM,3/8/2023 6:00:00 AM,SERC,SOUTH,DOM,DOM,15153.582,False
3/8/2023 12:00:00 PM,3/8/2023 7:00:00 AM,SERC,SOUTH,DOM,DOM,15215.047,False
3/8/2023 1:00:00 PM,3/8/2023 8:00:00 AM,SERC,SOUTH,DOM,DOM,14466.516,False
3/8/2023 2:00:00 PM,3/8/2023 9:00:00 AM,SERC,SOUTH,DOM,DOM,13746.271,False
3/8/2023 3:00:00 PM,3/8/2023 10:00:00 AM,SERC,SOUTH,DOM,DOM,13304.105,False
3/8/2023 4:00:00 PM,3/8/2023 11:00:00 AM,SERC,SOUTH,DOM,DOM,12791.601,False
3/8/2023 5:00:00 PM,3/8/2023 12:00:00 PM,SERC,SOUTH,DOM,DOM,12375.587,False
3/8/2023 6:00:00 PM,3/8/2023 1:00:00 PM,SERC,SOUTH,DOM,DOM,12157.802,False
3/8/2023 7:00:00 PM,3/8/2023 2:00:00 PM,SERC,SOUTH,DOM,DOM,11901.236,False
3/8/2023 8:00:00 PM,3/8/2023 3:00:00 PM,SERC,SOUTH,DOM,DOM,11776.070,False
3/8/2023 9:00:00 PM,3/8/2023 4:00:00 PM,SERC,SOUTH,DOM,DOM,12159.458,False
3/8/2023 10:00:00 PM,3/8/2023 5:00:00 PM,SERC,SOUTH,DOM,DOM,12912.063,False
3/8/2023 11:00:00 PM,3/8/2023 6:00:00 PM,SERC,SOUTH,DOM,DOM,13748.949,False
3/9/2023 12:00:00 AM,3/8/2023 7:00:00 PM,SERC,SOUTH,DOM,DOM,13970.835,False
3/9/2023 1:00:00 AM,3/8/2023 8:00:00 PM,SERC,SOUTH,DOM,DOM,13872.407,False
3/9/2023 2:00:00 AM,3/8/2023 9:00:00 PM,SERC,SOUTH,DOM,DOM,13534.451,False
3/9/2023 3:00:00 AM,3/8/2023 10:00:00 PM,SERC,SOUTH,DOM,DOM,13012.768,False
3/9/2023 4:00:00 AM,3/8/2023 11:00:00 PM,SERC,SOUTH,DOM,DOM,12561.755,False
3/9/2023 5:00:00 AM,3/9/2023 12:00:00 AM,SERC,SOUTH,DOM,DOM,12276.666,False
3/9/2023 6:00:00 AM,3/9/2023 1:00:00 AM,SERC,SOUTH,DOM,DOM,12195.570,False
3/9/2023 7:00:00 AM,3/9/2023 2:00:00 AM,SERC,SOUTH,DOM,DOM,12319.013,False
3/9/2023 8:00:00 AM,3/9/2023 3:00:00 AM,SERC,SOUTH,DOM,DOM,12479.710,False
3/9/2023 9:00:00 AM,3/9/2023 4:00:00 AM,SERC,SOUTH,DOM,DOM,12967.036,False
3/9/2023 10:00:00 AM,3/9/2023 5:00:00 AM,SERC,SOUTH,DOM,DOM,13836.860,False
3/9/2023 11:00:00 AM,3/9/2023 6:00:00 AM,SERC,SOUTH,DOM,DOM,14855.580,False
3/9/2023 12:00:00 PM,3/9/2023 7:00:00 AM,SERC,SOUTH,DOM,DOM,14914.698,False
3/9/2023 1:00:00 PM,3/9/2023 8:00:00 AM,SERC,SOUTH,DOM,DOM,13976.712,False
3/9/2023 2:00:00 PM,3/9/2023 9:00:00 AM,SERC,SOUTH,DOM,DOM,13172.141,False
3/9/2023 3:00:00 PM,3/9/2023 10:00:00 AM,SERC,SOUTH,DOM,DOM,12590.055,False
3/9/2023 4:00:00 PM,3/9/2023 11:00:00 AM,SERC,SOUTH,DOM,DOM,12135.390,False
3/9/2023 5:00:00 PM,3/9/2023 12:00:00 PM,SERC,SOUTH,DOM,DOM,11787.805,False
3/9/2023 6:00:00 PM,3/9/2023 1:00:00 PM,SERC,SOUTH,DOM,DOM,11515.255,False
3/9/2023 7:00:00 PM,3/9/2023 2:00:00 PM,SERC,SOUTH,DOM,DOM,11430.749,False
3/9/2023 8:00:00 PM,3/9/2023 3:00:00 PM,SERC,SOUTH,DOM,DOM,11384.902,False
3/9/2023 9:00:00 PM,3/9/2023 4:00:00 PM,SERC,SOUTH,DOM,DOM,11814.990,False
3/9/2023 10:00:00 PM,3/9/2023 5:00:00 PM,SERC,SOUTH,DOM,DOM,12367.234,False
3/9/2023 11:00:00 PM,3/9/2023 6:00:00 PM,SERC,SOUTH,DOM,DOM,13129.920,False
3/10/2023 12:00:00 AM,3/9/2023 7:00:00 PM,SERC,SOUTH,DOM,DOM,13364.207,False
3/10/2023 1:00:00 AM,3/9/2023 8:00:00 PM,SERC,SOUTH,DOM,DOM,13227.234,False
3/10/2023 2:00:00 AM,3/9/2023 9:00:00 PM,SERC,SOUTH,DOM,DOM,12984.964,False
3/10/2023 3:00:00 AM,3/9/2023 10:00:00 PM,SERC,SOUTH,DOM,DOM,12573.436,False
3/10/2023 4:00:00 AM,3/9/2023 11:00:00 PM,SERC,SOUTH,DOM,DOM,12274.453,False
3/10/2023 5:00:00 AM,3/10/2023 12:00:00 AM,SERC,SOUTH,DOM,DOM,12112.159,False
3/10/2023 6:00:00 AM,3/10/2023 1:00:00 AM,SERC,SOUTH,DOM,DOM,11944.321,False
3/10/2023 7:00:00 AM,3/10/2023 2:00:00 AM,SERC,SOUTH,DOM,DOM,11929.250,False
3/10/2023 8:00:00 AM,3/10/2023 3:00:00 AM,SERC,SOUTH,DOM,DOM,11977.450,False
3/10/2023 9:00:00 AM,3/10/2023 4:00:00 AM,SERC,SOUTH,DOM,DOM,12297.304,False
3/10/2023 10:00:00 AM,3/10/2023 5:00:00 AM,SERC,SOUTH,DOM,DOM,12913.964,False
3/10/2023 11:00:00 AM,3/10/2023 6:00:00 AM,SERC,SOUTH,DOM,DOM,13740.218,False
3/10/2023 12:00:00 PM,3/10/2023 7:00:00 AM,SERC,SOUTH,DOM,DOM,14265.007,False
3/10/2023 1:00:00 PM,3/10/2023 8:00:00 AM,SERC,SOUTH,DOM,DOM,14214.079,False
3/10/2023 2:00:00 PM,3/10/2023 9:00:00 AM,SERC,SOUTH,DOM,DOM,14208.462,False
3/10/2023 3:00:00 PM,3/10/2023 10:00:00 AM,SERC,SOUTH,DOM,DOM,14117.479,False
3/10/2023 4:00:00 PM,3/10/2023 11:00:00 AM,SERC,SOUTH,DOM,DOM,13954.415,False
3/10/2023 5:00:00 PM,3/10/2023 12:00:00 PM,SERC,SOUTH,DOM,DOM,13762.312,False
3/10/2023 6:00:00 PM,3/10/2023 1:00:00 PM,SERC,SOUTH,DOM,DOM,13711.265,False
3/10/2023 7:00:00 PM,3/10/2023 2:00:00 PM,SERC,SOUTH,DOM,DOM,13597.483,False
3/10/2023 8:00:00 PM,3/10/2023 3:00:00 PM,SERC,SOUTH,DOM,DOM,13531.702,False
3/10/2023 9:00:00 PM,3/10/2023 4:00:00 PM,SERC,SOUTH,DOM,DOM,13757.319,False
3/10/2023 10:00:00 PM,3/10/2023 5:00:00 PM,SERC,SOUTH,DOM,DOM,13888.870,False
3/10/2023 11:00:00 PM,3/10/2023 6:00:00 PM,SERC,SOUTH,DOM,DOM,13920.264,False
3/11/2023 12:00:00 AM,3/10/2023 7:00:00 PM,SERC,SOUTH,DOM,DOM,13779.183,False
3/11/2023 1:00:00 AM,3/10/2023 8:00:00 PM,SERC,SOUTH,DOM,DOM,13520.577,False
3/11/2023 2:00:00 AM,3/10/2023 9:00:00 PM,SERC,SOUTH,DOM,DOM,13226.856,False
3/11/2023 3:00:00 AM,3/10/2023 10:00:00 PM,SERC,SOUTH,DOM,DOM,12830.619,False
3/11/2023 4:00:00 AM,3/10/2023 11:00:00 PM,SERC,SOUTH,DOM,DOM,12462.663,False
3/11/2023 5:00:00 AM,3/11/2023 12:00:00 AM,SERC,SOUTH,DOM,DOM,12198.447,False
3/11/2023 6:00:00 AM,3/11/2023 1:00:00 AM,SERC,SOUTH,DOM,DOM,12091.334,False
3/11/2023 7:00:00 AM,3/11/2023 2:00:00 AM,SERC,SOUTH,DOM,DOM,12117.922,False
