datetime_beginning_utc,datetime_beginning_ept,pnode_name,pnode_id,marginal_co2_rate,marginal_so2_rate,marginal_nox_rate
11/1/2022 3:55:00 AM,10/31/2022 11:55:00 PM,DOM,34964545,961.453358,0.004824,0.123839
11/1/2022 3:50:00 AM,10/31/2022 11:50:00 PM,DOM,34964545,879.036368,0.004485,0.044751
11/1/2022 3:45:00 AM,10/31/2022 11:45:00 PM,DOM,34964545,1286.067506,0.006462,0.292882
11/1/2022 3:40:00 AM,10/31/2022 11:40:00 PM,DOM,34964545,865.578356,0.004400,0.049264
11/1/2022 3:35:00 AM,10/31/2022 11:35:00 PM,DOM,34964545,876.734870,0.004101,0.040611
11/1/2022 3:30:00 AM,10/31/2022 11:30:00 PM,DOM,34964545,1089.547111,-0.058662,0.756149
11/1/2022 3:25:00 AM,10/31/2022 11:25:00 PM,DOM,34964545,904.708840,0.004518,0.026899
11/1/2022 3:20:00 AM,10/31/2022 11:20:00 PM,DOM,34964545,806.392934,-0.019818,0.027878
11/1/2022 3:15:00 AM,10/31/2022 11:15:00 PM,DOM,34964545,855.856330,0.004333,0.060265
11/1/2022 3:10:00 AM,10/31/2022 11:10:00 PM,DOM,34964545,854.190369,0.004279,0.031984
11/1/2022 3:05:00 AM,10/31/2022 11:05:00 PM,DOM,34964545,854.224901,0.004266,0.059964
11/1/2022 3:00:00 AM,10/31/2022 11:00:00 PM,DOM,34964545,904.422359,0.004610,0.085720
11/1/2022 2:55:00 AM,10/31/2022 10:55:00 PM,DOM,34964545,1076.811573,0.005427,0.230953
11/1/2022 2:50:00 AM,10/31/2022 10:50:00 PM,DOM,34964545,869.473393,0.004647,0.020600
11/1/2022 2:45:00 AM,10/31/2022 10:45:00 PM,DOM,34964545,831.182688,0.000733,0.035978
11/1/2022 2:40:00 AM,10/31/2022 10:40:00 PM,DOM,34964545,1086.714836,0.005965,0.290888
11/1/2022 2:35:00 AM,10/31/2022 10:35:00 PM,DOM,34964545,858.851008,0.004315,0.044874
11/1/2022 2:30:00 AM,10/31/2022 10:30:00 PM,DOM,34964545,871.381106,0.004434,0.054863
11/1/2022 2:25:00 AM,10/31/2022 10:25:00 PM,DOM,34964545,837.580313,0.004232,0.041393
11/1/2022 2:20:00 AM,10/31/2022 10:20:00 PM,DOM,34964545,2335.177623,1.942700,0.706454
11/1/2022 2:15:00 AM,10/31/2022 10:15:00 PM,DOM,34964545,869.299896,0.004372,0.071069
11/1/2022 2:10:00 AM,10/31/2022 10:10:00 PM,DOM,34964545,991.099842,0.005131,0.057700
