datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable
3/31/2023 4:00:00 PM,3/31/2023 12:00:00 PM,Hydro,1165,0.010,True
3/31/2023 4:00:00 PM,3/31/2023 12:00:00 PM,Multiple Fuels,3,0.000,False
3/31/2023 4:00:00 PM,3/31/2023 12:00:00 PM,Nuclear,29868,0.330,False
3/31/2023 4:00:00 PM,3/31/2023 12:00:00 PM,Oil,378,0.000,False
3/31/2023 4:00:00 PM,3/31/2023 12:00:00 PM,Other Renewables,592,0.010,True
3/31/2023 4:00:00 PM,3/31/2023 12:00:00 PM,Solar,2483,0.030,True
3/31/2023 4:00:00 PM,3/31/2023 12:00:00 PM,Storage,0,0.000,False
3/31/2023 4:00:00 PM,3/31/2023 12:00:00 PM,Wind,8607,0.092,True
3/31/2023 3:00:00 PM,3/31/2023 11:00:00 AM,Coal,12123,0.130,False
3/31/2023 3:00:00 PM,3/31/2023 11:00:00 AM,Gas,36887,0.400,False
3/31/2023 3:00:00 PM,3/31/2023 11:00:00 AM,Hydro,1420,0.015,True
3/31/2023 3:00:00 PM,3/31/2023 11:00:00 AM,Multiple Fuels,3,0.000,False
3/31/2023 3:00:00 PM,3/31/2023 11:00:00 AM,Nuclear,29884,0.323,False
3/31/2023 3:00:00 PM,3/31/2023 11:00:00 AM,Oil,360,0.000,False
3/31/2023 3:00:00 PM,3/31/2023 11:00:00 AM,Other Renewables,604,0.010,True
3/31/2023 3:00:00 PM,3/31/2023 11:00:00 AM,Solar,2319,0.026,True
3/31/2023 3:00:00 PM,3/31/2023 11:00:00 AM,Storage,0,0.000,False
3/31/2023 3:00:00 PM,3/31/2023 11:00:00 AM,Wind,8464,0.090,True
3/31/2023 2:00:00 PM,3/31/2023 10:00:00 AM,Coal,12309,0.130,False
3/31/2023 2:00:00 PM,3/31/2023 10:00:00 AM,Gas,38226,0.410,False
3/31/2023 2:00:00 PM,3/31/2023 10:00:00 AM,Hydro,1478,0.020,True
3/31/2023 2:00:00 PM,3/31/2023 10:00:00 AM,Multiple Fuels,3,0.000,False
3/31/2023 2:00:00 PM,3/31/2023 10:00:00 AM,Nuclear,29900,0.320,False
3/31/2023 2:00:00 PM,3/31/2023 10:00:00 AM,Oil,386,0.000,False
3/31/2023 2:00:00 PM,3/31/2023 10:00:00 AM,Other Renewables,604,0.010,True
3/31/2023 2:00:00 PM,3/31/2023 10:00:00 AM,Solar,1752,0.020,True
3/31/2023 2:00:00 PM,3/31/2023 10:00:00 AM,Storage,0,0.000,False
3/31/2023 2:00:00 PM,3/31/2023 10:00:00 AM,Wind,8332,0.090,True
3/31/2023 1:00:00 PM,3/31/2023 9:00:00 AM,Coal,12397,0.130,False
3/31/2023 1:00:00 PM,3/31/2023 9:00:00 AM,Gas,39613,0.418,False
3/31/2023 1:00:00 PM,3/31/2023 9:00:00 AM,Hydro,2211,0.024,True
3/31/2023 1:00:00 PM,3/31/2023 9:00:00 AM,Multiple Fuels,3,0.000,False
3/31/2023 1:00:00 PM,3/31/2023 9:00:00 AM,Nuclear,29922,0.319,False
3/31/2023 1:00:00 PM,3/31/2023 9:00:00 AM,Oil,372,0.000,False
3/31/2023 1:00:00 PM,3/31/2023 9:00:00 AM,Other Renewables,594,0.010,True
3/31/2023 1:00:00 PM,3/31/2023 9:00:00 AM,Solar,1296,0.013,True
3/31/2023 1:00:00 PM,3/31/2023 9:00:00 AM,Storage,0,0.000,False
3/31/2023 1:00:00 PM,3/31/2023 9:00:00 AM,Wind,8246,0.090,True
3/31/2023 12:00:00 PM,3/31/2023 8:00:00 AM,Coal,12215,0.130,False
3/31/2023 12:00:00 PM,3/31/2023 8:00:00 AM,Gas,39799,0.418,False
3/31/2023 12:00:00 PM,3/31/2023 8:00:00 AM,Hydro,3386,0.035,True
3/31/2023 12:00:00 PM,3/31/2023 8:00:00 AM,Multiple Fuels,3,0.000,False
3/31/2023 12:00:00 PM,3/31/2023 8:00:00 AM,Nuclear,29937,0.312,False
3/31/2023 12:00:00 PM,3/31/2023 8:00:00 AM,Oil,389,0.000,False
3/31/2023 12:00:00 PM,3/31/2023 8:00:00 AM,Other Renewables,589,0.010,True
3/31/2023 12:00:00 PM,3/31/2023 8:00:00 AM,Solar,787,0.008,True
3/31/2023 12:00:00 PM,3/31/2023 8:00:00 AM,Storage,0,0.000,False
3/31/2023 12:00:00 PM,3/31/2023 8:00:00 AM,Wind,8113,0.086,True
3/31/2023 11:00:00 AM,3/31/2023 7:00:00 AM,Coal,12137,0.130,False
3/31/2023 11:00:00 AM,3/31/2023 7:00:00 AM,Gas,39586,0.420,False
3/31/2023 11:00:00 AM,3/31/2023 7:00:00 AM,Hydro,3527,0.040,True
3/31/2023 11:00:00 AM,3/31/2023 7:00:00 AM,Multiple Fuels,3,0.000,False
3/31/2023 11:00:00 AM,3/31/2023 7:00:00 AM,Nuclear,29943,0.320,False
3/31/2023 11:00:00 AM,3/31/2023 7:00:00 AM,Oil,354,0.000,False
3/31/2023 11:00:00 AM,3/31/2023 7:00:00 AM,Other Renewables,593,0.010,True
3/31/2023 11:00:00 AM,3/31/2023 7:00:00 AM,Solar,135,0.000,True
3/31/2023 11:00:00 AM,3/31/2023 7:00:00 AM,Storage,0,0.000,False
3/31/2023 11:00:00 AM,3/31/2023 7:00:00 AM,Wind,8073,0.084,True
3/31/2023 10:00:00 AM,3/31/2023 6:00:00 AM,Coal,11388,0.127,False
3/31/2023 10:00:00 AM,3/31/2023 6:00:00 AM,Gas,36953,0.406,False
3/31/2023 10:00:00 AM,3/31/2023 6:00:00 AM,Hydro,3253,0.036,True
3/31/2023 10:00:00 AM,3/31/2023 6:00:00 AM,Multiple Fuels,3,0.000,False
3/31/2023 10:00:00 AM,3/31/2023 6:00:00 AM,Nuclear,29948,0.329,False
3/31/2023 10:00:00 AM,3/31/2023 6:00:00 AM,Oil,353,0.000,False
3/31/2023 10:00:00 AM,3/31/2023 6:00:00 AM,Other Renewables,590,0.010,True
3/31/2023 10:00:00 AM,3/31/2023 6:00:00 AM,Solar,21,0.000,True
3/31/2023 10:00:00 AM,3/31/2023 6:00:00 AM,Storage,0,0.000,False
3/31/2023 10:00:00 AM,3/31/2023 6:00:00 AM,Wind,8252,0.090,True
3/31/2023 9:00:00 AM,3/31/2023 5:00:00 AM,Coal,10930,0.130,False
3/31/2023 9:00:00 AM,3/31/2023 5:00:00 AM,Gas,33667,0.395,False
3/31/2023 9:00:00 AM,3/31/2023 5:00:00 AM,Hydro,1622,0.018,True
3/31/2023 9:00:00 AM,3/31/2023 5:00:00 AM,Multiple Fuels,3,0.000,False
3/31/2023 9:00:00 AM,3/31/2023 5:00:00 AM,Nuclear,29951,0.352,False
3/31/2023 9:00:00 AM,3/31/2023 5:00:00 AM,Oil,180,0.000,False
3/31/2023 9:00:00 AM,3/31/2023 5:00:00 AM,Other Renewables,582,0.010,True
3/31/2023 9:00:00 AM,3/31/2023 5:00:00 AM,Solar,22,0.000,True
3/31/2023 9:00:00 AM,3/31/2023 5:00:00 AM,Storage,0,0.000,False
3/31/2023 9:00:00 AM,3/31/2023 5:00:00 AM,Wind,8278,0.099,True
3/31/2023 8:00:00 AM,3/31/2023 4:00:00 AM,Coal,10884,0.130,False
3/31/2023 8:00:00 AM,3/31/2023 4:00:00 AM,Gas,33042,0.395,False
3/31/2023 8:00:00 AM,3/31/2023 4:00:00 AM,Hydro,1095,0.010,True
3/31/2023 8:00:00 AM,3/31/2023 4:00:00 AM,Multiple Fuels,3,0.000,False
3/31/2023 8:00:00 AM,3/31/2023 4:00:00 AM,Nuclear,29949,0.360,False
3/31/2023 8:00:00 AM,3/31/2023 4:00:00 AM,Oil,158,0.000,False
3/31/2023 8:00:00 AM,3/31/2023 4:00:00 AM,Other Renewables,583,0.010,True
3/31/2023 8:00:00 AM,3/31/2023 4:00:00 AM,Solar,21,0.000,True
3/31/2023 8:00:00 AM,3/31/2023 4:00:00 AM,Storage,0,0.000,False
3/31/2023 8:00:00 AM,3/31/2023 4:00:00 AM,Wind,7803,0.092,True
3/31/2023 7:00:00 AM,3/31/2023 3:00:00 AM,Coal,10807,0.130,False
3/31/2023 7:00:00 AM,3/31/2023 3:00:00 AM,Gas,32751,0.398,False
3/31/2023 7:00:00 AM,3/31/2023 3:00:00 AM,Hydro,983,0.010,True
3/31/2023 7:00:00 AM,3/31/2023 3:00:00 AM,Multiple Fuels,3,0.000,False
3/31/2023 7:00:00 AM,3/31/2023 3:00:00 AM,Nuclear,29949,0.360,False
3/31/2023 7:00:00 AM,3/31/2023 3:00:00 AM,Oil,156,0.000,False
3/31/2023 7:00:00 AM,3/31/2023 3:00:00 AM,Other Renewables,579,0.010,True
3/31/2023 7:00:00 AM,3/31/2023 3:00:00 AM,Solar,21,0.000,True
3/31/2023 7:00:00 AM,3/31/2023 3:00:00 AM,Storage,0,0.000,False
3/31/2023 7:00:00 AM,3/31/2023 3:00:00 AM,Wind,7244,0.089,True
3/31/2023 6:00:00 AM,3/31/2023 2:00:00 AM,Coal,10878,0.130,False
3/31/2023 6:00:00 AM,3/31/2023 2:00:00 AM,Gas,32903,0.395,False
3/31/2023 6:00:00 AM,3/31/2023 2:00:00 AM,Hydro,969,0.010,True
3/31/2023 6:00:00 AM,3/31/2023 2:00:00 AM,Multiple Fuels,3,0.000,False
3/31/2023 6:00:00 AM,3/31/2023 2:00:00 AM,Nuclear,29947,0.360,False
3/31/2023 6:00:00 AM,3/31/2023 2:00:00 AM,Oil,147,0.000,False
3/31/2023 6:00:00 AM,3/31/2023 2:00:00 AM,Other Renewables,587,0.010,True
3/31/2023 6:00:00 AM,3/31/2023 2:00:00 AM,Solar,21,0.000,True
3/31/2023 6:00:00 AM,3/31/2023 2:00:00 AM,Storage,0,0.000,False
3/31/2023 6:00:00 AM,3/31/2023 2:00:00 AM,Wind,7534,0.090,True
3/31/2023 5:00:00 AM,3/31/2023 1:00:00 AM,Coal,10785,0.130,False
3/31/2023 5:00:00 AM,3/31/2023 1:00:00 AM,Gas,33071,0.399,False
3/31/2023 5:00:00 AM,3/31/2023 1:00:00 AM,Hydro,1038,0.010,True
3/31/2023 5:00:00 AM,3/31/2023 1:00:00 AM,Multiple Fuels,3,0.000,False
3/31/2023 5:00:00 AM,3/31/2023 1:00:00 AM,Nuclear,29930,0.360,False
3/31/2023 5:00:00 AM,3/31/2023 1:00:00 AM,Oil,143,0.000,False
3/31/2023 5:00:00 AM,3/31/2023 1:00:00 AM,Other Renewables,590,0.010,True
3/31/2023 5:00:00 AM,3/31/2023 1:00:00 AM,Solar,21,0.000,True
3/31/2023 5:00:00 AM,3/31/2023 1:00:00 AM,Storage,0,0.000,False
3/31/2023 5:00:00 AM,3/31/2023 1:00:00 AM,Wind,7515,0.090,True
3/31/2023 4:00:00 AM,3/31/2023 12:00:00 AM,Coal,10393,0.124,False
3/31/2023 4:00:00 AM,3/31/2023 12:00:00 AM,Gas,33947,0.405,False
3/31/2023 4:00:00 AM,3/31/2023 12:00:00 AM,Hydro,1124,0.010,True
3/31/2023 4:00:00 AM,3/31/2023 12:00:00 AM,Multiple Fuels,3,0.000,False
3/31/2023 4:00:00 AM,3/31/2023 12:00:00 AM,Nuclear,29936,0.358,False
3/31/2023 4:00:00 AM,3/31/2023 12:00:00 AM,Oil,186,0.000,False
3/31/2023 4:00:00 AM,3/31/2023 12:00:00 AM,Other Renewables,576,0.010,True
3/31/2023 4:00:00 AM,3/31/2023 12:00:00 AM,Solar,22,0.000,True
3/31/2023 4:00:00 AM,3/31/2023 12:00:00 AM,Storage,0,0.000,False
3/31/2023 4:00:00 AM,3/31/2023 12:00:00 AM,Wind,7475,0.090,True
3/31/2023 3:00:00 AM,3/30/2023 11:00:00 PM,Coal,10381,0.120,False
3/31/2023 3:00:00 AM,3/30/2023 11:00:00 PM,Gas,36001,0.419,False
3/31/2023 3:00:00 AM,3/30/2023 11:00:00 PM,Hydro,1436,0.015,True
3/31/2023 3:00:00 AM,3/30/2023 11:00:00 PM,Multiple Fuels,3,0.000,False
3/31/2023 3:00:00 AM,3/30/2023 11:00:00 PM,Nuclear,29930,0.350,False
3/31/2023 3:00:00 AM,3/30/2023 11:00:00 PM,Oil,255,0.000,False
3/31/2023 3:00:00 AM,3/30/2023 11:00:00 PM,Other Renewables,559,0.010,True
3/31/2023 3:00:00 AM,3/30/2023 11:00:00 PM,Solar,21,0.000,True
3/31/2023 3:00:00 AM,3/30/2023 11:00:00 PM,Storage,0,0.000,False
3/31/2023 3:00:00 AM,3/30/2023 11:00:00 PM,Wind,7437,0.087,True
3/31/2023 2:00:00 AM,3/30/2023 10:00:00 PM,Coal,11312,0.128,False
3/31/2023 2:00:00 AM,3/30/2023 10:00:00 PM,Gas,37539,0.425,False
3/31/2023 2:00:00 AM,3/30/2023 10:00:00 PM,Hydro,1949,0.021,True
3/31/2023 2:00:00 AM,3/30/2023 10:00:00 PM,Multiple Fuels,3,0.000,False
3/31/2023 2:00:00 AM,3/30/2023 10:00:00 PM,Nuclear,29917,0.338,False
3/31/2023 2:00:00 AM,3/30/2023 10:00:00 PM,Oil,228,0.000,False
3/31/2023 2:00:00 AM,3/30/2023 10:00:00 PM,Other Renewables,573,0.010,True
3/31/2023 2:00:00 AM,3/30/2023 10:00:00 PM,Solar,21,0.000,True
3/31/2023 2:00:00 AM,3/30/2023 10:00:00 PM,Storage,0,0.000,False
3/31/2023 2:00:00 AM,3/30/2023 10:00:00 PM,Wind,6855,0.077,True
3/31/2023 1:00:00 AM,3/30/2023 9:00:00 PM,Coal,12013,0.130,False
3/31/2023 1:00:00 AM,3/30/2023 9:00:00 PM,Gas,39903,0.435,False
3/31/2023 1:00:00 AM,3/30/2023 9:00:00 PM,Hydro,3027,0.030,True
3/31/2023 1:00:00 AM,3/30/2023 9:00:00 PM,Multiple Fuels,3,0.000,False
3/31/2023 1:00:00 AM,3/30/2023 9:00:00 PM,Nuclear,29923,0.325,False
3/31/2023 1:00:00 AM,3/30/2023 9:00:00 PM,Oil,234,0.000,False
3/31/2023 1:00:00 AM,3/30/2023 9:00:00 PM,Other Renewables,578,0.010,True
3/31/2023 1:00:00 AM,3/30/2023 9:00:00 PM,Solar,21,0.000,True
3/31/2023 1:00:00 AM,3/30/2023 9:00:00 PM,Storage,0,0.000,False
3/31/2023 1:00:00 AM,3/30/2023 9:00:00 PM,Wind,6296,0.069,True
3/31/2023 12:00:00 AM,3/30/2023 8:00:00 PM,Coal,11834,0.127,False
3/31/2023 12:00:00 AM,3/30/2023 8:00:00 PM,Gas,40424,0.440,False
3/31/2023 12:00:00 AM,3/30/2023 8:00:00 PM,Hydro,3793,0.040,True
3/31/2023 12:00:00 AM,3/30/2023 8:00:00 PM,Multiple Fuels,3,0.000,False
3/31/2023 12:00:00 AM,3/30/2023 8:00:00 PM,Nuclear,29914,0.322,False
3/31/2023 12:00:00 AM,3/30/2023 8:00:00 PM,Oil,290,0.000,False
3/31/2023 12:00:00 AM,3/30/2023 8:00:00 PM,Other Renewables,573,0.010,True
3/31/2023 12:00:00 AM,3/30/2023 8:00:00 PM,Solar,21,0.000,True
3/31/2023 12:00:00 AM,3/30/2023 8:00:00 PM,Storage,0,0.000,False
3/31/2023 12:00:00 AM,3/30/2023 8:00:00 PM,Wind,5563,0.060,True
3/30/2023 11:00:00 PM,3/30/2023 7:00:00 PM,Coal,10927,0.121,False
3/30/2023 11:00:00 PM,3/30/2023 7:00:00 PM,Gas,38780,0.436,False
3/30/2023 11:00:00 PM,3/30/2023 7:00:00 PM,Hydro,3108,0.032,True
3/30/2023 11:00:00 PM,3/30/2023 7:00:00 PM,Multiple Fuels,3,0.000,False
3/30/2023 11:00:00 PM,3/30/2023 7:00:00 PM,Nuclear,29907,0.335,False
3/30/2023 11:00:00 PM,3/30/2023 7:00:00 PM,Oil,249,0.000,False
3/30/2023 11:00:00 PM,3/30/2023 7:00:00 PM,Other Renewables,580,0.010,True
3/30/2023 11:00:00 PM,3/30/2023 7:00:00 PM,Solar,176,0.000,True
3/30/2023 11:00:00 PM,3/30/2023 7:00:00 PM,Storage,0,0.000,False
3/30/2023 11:00:00 PM,3/30/2023 7:00:00 PM,Wind,5277,0.059,True
3/30/2023 10:00:00 PM,3/30/2023 6:00:00 PM,Coal,10900,0.127,False
3/30/2023 10:00:00 PM,3/30/2023 6:00:00 PM,Gas,35972,0.417,False
3/30/2023 10:00:00 PM,3/30/2023 6:00:00 PM,Hydro,1862,0.020,True
3/30/2023 10:00:00 PM,3/30/2023 6:00:00 PM,Multiple Fuels,3,0.000,False
3/30/2023 10:00:00 PM,3/30/2023 6:00:00 PM,Nuclear,29904,0.348,False
3/30/2023 10:00:00 PM,3/30/2023 6:00:00 PM,Oil,214,0.000,False
3/30/2023 10:00:00 PM,3/30/2023 6:00:00 PM,Other Renewables,582,0.010,True
3/30/2023 10:00:00 PM,3/30/2023 6:00:00 PM,Solar,1500,0.017,True
3/30/2023 10:00:00 PM,3/30/2023 6:00:00 PM,Storage,0,0.000,False
3/30/2023 10:00:00 PM,3/30/2023 6:00:00 PM,Wind,5493,0.063,True
3/30/2023 9:00:00 PM,3/30/2023 5:00:00 PM,Coal,10942,0.130,False
3/30/2023 9:00:00 PM,3/30/2023 5:00:00 PM,Gas,33402,0.390,False
3/30/2023 9:00:00 PM,3/30/2023 5:00:00 PM,Hydro,1806,0.020,True
3/30/2023 9:00:00 PM,3/30/2023 5:00:00 PM,Multiple Fuels,3,0.000,False
