datetime_beginning_utc,datetime_beginning_ept,pnode_name,pnode_id,marginal_co2_rate,marginal_so2_rate,marginal_nox_rate
1/1/2023 5:00:00 AM,1/1/2023 12:00:00 AM,DOM,34964545,849.115935,0.004333,0.043228
1/1/2023 5:05:00 AM,1/1/2023 12:05:00 AM,DOM,34964545,856.719387,0.004353,0.034620
1/1/2023 5:10:00 AM,1/1/2023 12:10:00 AM,DOM,34964545,850.693906,0.004306,0.061287
1/1/2023 5:15:00 AM,1/1/2023 12:15:00 AM,DOM,34964545,1095.456192,0.006046,0.306841
1/1/2023 5:20:00 AM,1/1/2023 12:20:00 AM,DOM,34964545,834.067388,0.004244,0.052556
1/1/2023 5:25:00 AM,1/1/2023 12:25:00 AM,DOM,34964545,798.743443,0.004019,0.034732
1/1/2023 5:30:00 AM,1/1/2023 12:30:00 AM,DOM,34964545,798.821717,0.004019,0.034736
1/1/2023 5:35:00 AM,1/1/2023 12:35:00 AM,DOM,34964545,1076.137761,0.006066,0.304741
1/1/2023 5:40:00 AM,1/1/2023 12:40:00 AM,DOM,34964545,842.979492,0.004213,0.044666
1/1/2023 5:45:00 AM,1/1/2023 12:45:00 AM,DOM,34964545,818.998159,0.004100,0.042583
1/1/2023 5:50:00 AM,1/1/2023 12:50:00 AM,DOM,34964545,810.750069,0.004059,0.042154
1/1/2023 5:55:00 AM,1/1/2023 12:55:00 AM,DOM,34964545,799.768755,0.004024,0.034777
1/1/2023 6:00:00 AM,1/1/2023 1:00:00 AM,DOM,34964545,1072.318426,0.006044,0.303660
1/1/2023 6:05:00 AM,1/1/2023 1:05:00 AM,DOM,34964545,850.013038,0.004337,0.043273
1/1/2023 6:10:00 AM,1/1/2023 1:10:00 AM,DOM,34964545,833.255440,0.004165,0.046755
1/1/2023 6:15:00 AM,1/1/2023 1:15:00 AM,DOM,34964545,736.830851,0.003680,0.053214
1/1/2023 6:20:00 AM,1/1/2023 1:20:00 AM,DOM,34964545,833.701862,0.004174,0.042166
1/1/2023 6:25:00 AM,1/1/2023 1:25:00 AM,DOM,34964545,735.996401,0.003676,0.053154
1/1/2023 6:30:00 AM,1/1/2023 1:30:00 AM,DOM,34964545,836.717819,0.004182,0.046950
1/1/2023 6:35:00 AM,1/1/2023 1:35:00 AM,DOM,34964545,733.385853,0.003663,0.052965
1/1/2023 6:40:00 AM,1/1/2023 1:40:00 AM,DOM,34964545,850.737304,0.004341,0.043310
1/1/2023 6:45:00 AM,1/1/2023 1:45:00 AM,DOM,34964545,850.090814,0.004253,0.051343
